Day,Actual,Predicted
1,1406.692,701.6417344477636
2,2327.51,701.6124147947363
3,1913.496,701.6124040549367
4,1939.994,701.6124040549367
5,1604.0,701.6124040549367
6,1689.862,701.6124040549367
7,2080.272,701.6124040549367
8,1633.27,701.6124040549367
9,1788.702,701.6124040549367
10,2102.948,701.6124040549367
11,1975.988,701.6124040549367
12,1589.278,701.6124040549367
13,2182.6,701.6124040549367
14,1777.3523947220535,701.6124040549367
15,1564.068,701.6124040549367
16,2766.554,701.6124040549367
17,3317.82,701.6124040549367
18,3154.194,701.6124040549367
19,1699.866,701.6124040549367
20,1738.028,701.6124040549367
21,1739.434,701.6124040549367
22,1237.356,701.6124040549367
23,1910.536,701.6124040549367
24,2200.77,701.6124040549367
25,2843.664,701.6124040549367
26,1674.472,701.6124040549367
27,1425.03,701.6124040549367
28,2721.734,701.6124040549367
29,1573.698,701.6124040549367
30,2059.038,701.6124040549367
31,3312.852,701.6124040549367
32,1848.134999438038,701.6124040549367
33,1603.3,701.6124040549367
34,1868.39,701.6124040549367
35,2460.924,701.6124040549367
36,1649.088,701.6124040549367
37,2048.396,701.6124040549367
38,3131.536,701.6124040549367
39,2182.866,701.6124040549367
40,1706.638,701.6124040549367
41,1943.822,701.6124040549367
42,2639.39,701.6124040549367
43,1968.66,701.6124040549367
44,1690.022,701.6124040549367
45,2334.7347894441077,701.6124040549367
46,1586.032,701.6124040549367
47,1318.994,701.6124040549367
48,807.3874733292872,701.6124040549367
49,826.45,701.6124040549367
50,737.268,701.6124040549367
51,1880.736,701.6124040549367
52,1316.184,701.6124040549367
53,2238.478,701.6124040549367
54,2733.656,701.6124040549367
55,1783.144,701.6124040549367
56,1169.844,701.6124040549367
57,1156.852,701.6124040549367
58,2028.918,701.6124040549367
59,1630.75,701.6124040549367
60,2468.696394722054,701.6124040549367
61,1477.442,701.6124040549367
62,1848.952,701.6124040549367
63,1842.13,701.6124040549367
64,1441.812,701.6124040549367
65,1783.474,701.6124040549367
66,1696.466,701.6124040549367
67,2357.166,701.6124040549367
68,1685.556,701.6124040549367
69,1836.21,701.6124040549367
70,2405.904,701.6124040549367
71,1887.26,701.6124040549367
72,1445.52,701.6124040549367
73,2149.028,701.6124040549367
74,1942.062,701.6124040549367
75,1335.8023947220536,701.6124040549367
76,1931.91,701.6124040549367
77,1450.68,701.6124040549367
78,1191.532,701.6124040549367
79,1463.906,701.6124040549367
80,1930.022,701.6124040549367
81,1689.17,701.6124040549367
82,1296.45,701.6124040549367
83,1661.712,701.6124040549367
84,1838.774,701.6124040549367
85,1211.004,701.6124040549367
86,1713.926,701.6124040549367
87,2260.976,701.6124040549367
88,2216.65,701.6124040549367
89,1477.452,701.6124040549367
90,1823.482,701.6124040549367
