Day,Actual,Predicted
1,1406.692,1766.5183
2,2327.51,1781.1174
3,1913.4958,1809.9199
4,1939.994,1793.1306
5,1604.0,1809.6677
6,1689.862,1850.8756
7,2080.272,1877.7869
8,1633.2699,1886.0955
9,1788.702,1889.8186
10,2102.948,1874.6583
11,1975.9879,1873.2103
12,1589.2781,1871.9729
13,2182.5999,1870.944
14,1781.792,1880.634
15,1564.068,1881.1018
16,2766.554,1886.8218
17,3317.82,1905.0532
18,3154.194,1923.8661
19,1699.8661,1945.0065
20,1738.028,1951.7319
21,1739.434,1950.2024
22,1237.3561,1954.0604
23,1910.536,1952.1559
24,2200.77,1941.9158
25,2843.6638,1922.4805
26,1674.472,1911.9235
27,1425.03,1909.5833
28,2721.734,1903.2604
29,1573.698,1918.8584
30,2059.0378,1927.7169
31,3312.852,1925.1638
32,1827.752,1937.0586
33,1603.2999,1870.1294
34,1868.39,1813.7026
35,2460.924,1769.9243
36,1649.088,1705.5258
37,2048.396,1641.2169
38,3131.536,1585.1724
39,2182.866,1537.0905
40,1706.638,1548.5314
41,1943.822,1556.9978
42,2639.39,1563.1099
43,1968.6599,1576.0483
44,1690.0221,1584.5112
45,2335.3298,1581.5375
46,1586.032,1569.5615
47,1318.994,1555.9077
48,793.506,1552.3367
49,826.45,1530.9287
50,737.268,1496.0831
51,1880.736,1462.0447
52,1316.184,1461.7324
53,2238.478,1436.4962
54,2733.656,1452.2876
55,1783.144,1479.7594
56,1169.844,1510.6499
57,1156.852,1524.9142
58,2028.9178,1544.0878
59,1630.75,1550.4742
60,2472.554,1553.6566
61,1477.442,1583.3406
62,1848.9519,1595.9706
63,1842.1301,1639.4374
64,1441.8119,1700.5947
65,1783.474,1753.4828
66,1696.4661,1782.831
67,2357.166,1818.6758
68,1685.556,1811.8073
69,1836.21,1814.0018
70,2405.904,1814.9055
71,1887.26,1823.9331
72,1445.52,1834.6093
73,2149.028,1826.0958
74,1942.062,1834.37
75,1338.042,1826.005
76,1931.9099,1820.6522
77,1450.6799,1825.2225
78,1191.532,1812.7067
79,1463.906,1798.9417
80,1930.0221,1798.7053
81,1689.1699,1787.9735
82,1296.4501,1784.0859
83,1661.712,1784.1627
84,1838.774,1774.9586
85,1211.004,1781.9802
86,1713.926,1783.8029
87,2260.976,1789.3018
88,2216.65,1794.3468
89,1477.452,1799.4128
90,1823.482,1803.6248
91,1641.14,1807.5085
92,1644.334,1785.7311
93,1363.26,1782.4684
94,2191.232,1757.372
95,1375.716,1729.2722
96,1452.6339,1694.3282
97,1440.092,1676.9062
98,1534.6,1653.1996
99,1890.472,1656.172
100,1842.1139,1660.2214
101,2462.446,1670.9688
102,2141.012,1676.6477
103,1599.924,1700.9348
104,1501.538,1707.7849
105,1216.062,1715.209
106,1564.524,1718.212
107,2042.8099,1716.706
108,1512.266,1719.2649
109,1286.468,1690.1466
110,1486.5099,1655.134
111,1894.5979,1657.8184
112,1496.198,1666.8339
113,1141.46,1678.2341
114,1194.048,1663.6475
115,2022.284,1652.726
116,1781.626,1670.1835
117,1351.628,1683.569
118,1706.386,1681.4338
119,1664.6799,1672.4885
120,1834.7621,1667.6589
121,1512.802,1687.1444
122,1393.91,1665.4172
123,1608.878,1608.5258
124,1667.882,1566.1669
125,1731.474,1541.9683
126,1349.902,1512.9543
127,1012.648,1486.997
128,1857.1559,1449.0076
129,1261.352,1455.3792
130,1967.6339,1449.2253
131,1517.176,1456.2799
132,1625.956,1456.4283
133,1246.3981,1462.1382
134,1606.984,1463.3535
135,1422.226,1480.0779
136,2007.3779,1468.6632
137,1543.764,1486.3391
138,1209.906,1483.4324
139,1617.3439,1475.0125
140,1307.162,1473.5763
141,1575.15,1474.6511
142,1074.806,1474.5964
143,1530.598,1464.8749
144,1287.786,1458.9102
145,1354.096,1452.657
146,1338.8981,1464.2288
147,1544.292,1486.2043
148,1179.7361,1521.5721
149,1242.8461,1534.8912
150,1659.106,1538.7616
151,956.89,1535.7935
152,1443.26,1519.515
153,1090.638,1482.3699
154,1356.578,1425.3579
155,1035.66,1376.369
156,1230.36,1332.297
157,1475.4501,1316.3677
158,1207.392,1294.2207
159,1178.776,1280.3396
160,1332.8501,1274.1676
161,1602.9961,1278.7173
162,1300.65,1277.6248
163,1101.7319,1283.283
164,493.61798,1273.1176
165,489.6,1244.0361
166,926.60803,1222.7428
167,1508.792,1211.6232
168,988.01605,1212.751
169,1165.7001,1200.724
170,1086.866,1201.4504
171,1107.1,1204.3605
172,855.142,1226.5424
173,1094.098,1238.6747
174,1039.214,1245.2219
175,1534.874,1230.0358
176,771.362,1245.5402
177,1277.322,1235.3478
178,1709.052,1246.1425
179,1059.3939,1262.1266
180,1010.134,1269.4491
181,1192.446,1261.5084
182,1218.342,1266.72
183,1242.578,1310.3889
184,864.148,1373.162
185,1238.568,1416.0884
186,1410.7361,1465.794
187,954.25995,1523.35
188,1110.136,1564.451
189,1234.4,1595.0336
190,846.252,1594.1028
191,1192.646,1582.3185
192,993.968,1585.0547
193,513.47797,1572.9043
194,496.746,1544.762
195,911.43005,1529.8988
196,718.074,1525.8082
197,599.554,1511.9038
198,731.808,1510.095
199,966.41003,1503.4056
200,1203.644,1501.0465
201,662.486,1517.5983
202,813.762,1523.8544
203,739.53204,1523.2872
