2025-07-13 18:38:11,022 - INFO - Train: [1/100][1/9]	eta 0:05:42	loss 0.0680	
2025-07-13 18:38:11,075 - INFO - Train: [1/100][2/9]	eta 0:03:07	loss 0.7213	
2025-07-13 18:38:11,127 - INFO - Train: [1/100][3/9]	eta 0:02:23	loss 0.2009	
2025-07-13 18:38:11,177 - INFO - Train: [1/100][4/9]	eta 0:01:54	loss 0.0373	
2025-07-13 18:38:11,221 - INFO - Train: [1/100][5/9]	eta 0:01:40	loss 0.2197	
2025-07-13 18:38:11,283 - INFO - Train: [1/100][6/9]	eta 0:01:30	loss 0.2060	
2025-07-13 18:38:11,327 - INFO - Train: [1/100][7/9]	eta 0:01:25	loss 0.0872	
2025-07-13 18:38:11,388 - INFO - Train: [1/100][8/9]	eta 0:01:20	loss 0.0246	
2025-07-13 18:38:11,411 - INFO - Train: [1/100][9/9]	eta 0:01:16	loss 0.0132	
2025-07-13 18:38:11,582 - INFO - Train: [2/100][1/9]	eta 0:01:22	loss 0.0388	
2025-07-13 18:38:11,634 - INFO - Train: [2/100][2/9]	eta 0:01:18	loss 0.0733	
2025-07-13 18:38:11,694 - INFO - Train: [2/100][3/9]	eta 0:01:16	loss 0.0792	
2025-07-13 18:38:11,758 - INFO - Train: [2/100][4/9]	eta 0:01:14	loss 0.0600	
2025-07-13 18:38:11,817 - INFO - Train: [2/100][5/9]	eta 0:01:13	loss 0.0456	
2025-07-13 18:38:11,879 - INFO - Train: [2/100][6/9]	eta 0:01:11	loss 0.0211	
2025-07-13 18:38:11,941 - INFO - Train: [2/100][7/9]	eta 0:01:10	loss 0.0138	
2025-07-13 18:38:12,000 - INFO - Train: [2/100][8/9]	eta 0:01:09	loss 0.0183	
2025-07-13 18:38:12,030 - INFO - Train: [2/100][9/9]	eta 0:01:08	loss 0.0182	
2025-07-13 18:38:12,194 - INFO - Train: [3/100][1/9]	eta 0:01:10	loss 0.0398	
2025-07-13 18:38:12,257 - INFO - Train: [3/100][2/9]	eta 0:01:09	loss 0.0437	
2025-07-13 18:38:12,318 - INFO - Train: [3/100][3/9]	eta 0:01:08	loss 0.0609	
2025-07-13 18:38:12,380 - INFO - Train: [3/100][4/9]	eta 0:01:08	loss 0.0296	
2025-07-13 18:38:12,444 - INFO - Train: [3/100][5/9]	eta 0:01:07	loss 0.0198	
2025-07-13 18:38:12,506 - INFO - Train: [3/100][6/9]	eta 0:01:07	loss 0.0142	
2025-07-13 18:38:12,561 - INFO - Train: [3/100][7/9]	eta 0:01:06	loss 0.0213	
2025-07-13 18:38:12,622 - INFO - Train: [3/100][8/9]	eta 0:01:05	loss 0.0167	
2025-07-13 18:38:12,652 - INFO - Train: [3/100][9/9]	eta 0:01:05	loss 0.0257	
2025-07-13 18:38:12,827 - INFO - Train: [4/100][1/9]	eta 0:01:07	loss 0.0359	
2025-07-13 18:38:12,889 - INFO - Train: [4/100][2/9]	eta 0:01:07	loss 0.0273	
2025-07-13 18:38:12,951 - INFO - Train: [4/100][3/9]	eta 0:01:06	loss 0.0157	
2025-07-13 18:38:13,013 - INFO - Train: [4/100][4/9]	eta 0:01:05	loss 0.0180	
2025-07-13 18:38:13,076 - INFO - Train: [4/100][5/9]	eta 0:01:05	loss 0.0147	
2025-07-13 18:38:13,137 - INFO - Train: [4/100][6/9]	eta 0:01:04	loss 0.0163	
2025-07-13 18:38:13,200 - INFO - Train: [4/100][7/9]	eta 0:01:04	loss 0.0135	
2025-07-13 18:38:13,263 - INFO - Train: [4/100][8/9]	eta 0:01:04	loss 0.0232	
2025-07-13 18:38:13,289 - INFO - Train: [4/100][9/9]	eta 0:01:03	loss 0.0176	
2025-07-13 18:38:13,464 - INFO - Train: [5/100][1/9]	eta 0:01:05	loss 0.0189	
2025-07-13 18:38:13,525 - INFO - Train: [5/100][2/9]	eta 0:01:04	loss 0.0192	
2025-07-13 18:38:13,586 - INFO - Train: [5/100][3/9]	eta 0:01:04	loss 0.0145	
2025-07-13 18:38:13,648 - INFO - Train: [5/100][4/9]	eta 0:01:04	loss 0.0203	
2025-07-13 18:38:13,712 - INFO - Train: [5/100][5/9]	eta 0:01:03	loss 0.0128	
2025-07-13 18:38:13,772 - INFO - Train: [5/100][6/9]	eta 0:01:03	loss 0.0108	
2025-07-13 18:38:13,833 - INFO - Train: [5/100][7/9]	eta 0:01:03	loss 0.0139	
2025-07-13 18:38:13,894 - INFO - Train: [5/100][8/9]	eta 0:01:02	loss 0.0140	
2025-07-13 18:38:13,931 - INFO - Train: [5/100][9/9]	eta 0:01:02	loss 0.0157	
2025-07-13 18:38:14,100 - INFO - Train: [6/100][1/9]	eta 0:01:03	loss 0.0134	
2025-07-13 18:38:14,168 - INFO - Train: [6/100][2/9]	eta 0:01:03	loss 0.0155	
2025-07-13 18:38:14,231 - INFO - Train: [6/100][3/9]	eta 0:01:03	loss 0.0133	
2025-07-13 18:38:14,292 - INFO - Train: [6/100][4/9]	eta 0:01:02	loss 0.0116	
2025-07-13 18:38:14,353 - INFO - Train: [6/100][5/9]	eta 0:01:02	loss 0.0124	
2025-07-13 18:38:14,416 - INFO - Train: [6/100][6/9]	eta 0:01:02	loss 0.0108	
2025-07-13 18:38:14,476 - INFO - Train: [6/100][7/9]	eta 0:01:01	loss 0.0185	
2025-07-13 18:38:14,537 - INFO - Train: [6/100][8/9]	eta 0:01:01	loss 0.0091	
2025-07-13 18:38:14,560 - INFO - Train: [6/100][9/9]	eta 0:01:01	loss 0.0177	
2025-07-13 18:38:14,746 - INFO - Train: [7/100][1/9]	eta 0:01:02	loss 0.0127	
2025-07-13 18:38:14,806 - INFO - Train: [7/100][2/9]	eta 0:01:02	loss 0.0162	
2025-07-13 18:38:14,864 - INFO - Train: [7/100][3/9]	eta 0:01:02	loss 0.0133	
