2025-07-13 18:27:18,371 - INFO - Train: [1/300][1/9]	eta 0:15:27	loss 0.0336	
2025-07-13 18:27:18,382 - INFO - Train: [1/300][2/9]	eta 0:07:56	loss 0.0338	
2025-07-13 18:27:18,394 - INFO - Train: [1/300][3/9]	eta 0:05:29	loss 0.0349	
2025-07-13 18:27:18,405 - INFO - Train: [1/300][4/9]	eta 0:04:15	loss 0.0335	
2025-07-13 18:27:18,416 - INFO - Train: [1/300][5/9]	eta 0:03:29	loss 0.0292	
2025-07-13 18:27:18,428 - INFO - Train: [1/300][6/9]	eta 0:02:59	loss 0.0269	
2025-07-13 18:27:18,439 - INFO - Train: [1/300][7/9]	eta 0:02:38	loss 0.0223	
2025-07-13 18:27:18,450 - INFO - Train: [1/300][8/9]	eta 0:02:22	loss 0.0352	
2025-07-13 18:27:18,460 - INFO - Train: [1/300][9/9]	eta 0:02:09	loss 0.0262	
2025-07-13 18:27:18,495 - INFO - Train: [2/300][1/9]	eta 0:02:06	loss 0.0272	
2025-07-13 18:27:18,506 - INFO - Train: [2/300][2/9]	eta 0:01:56	loss 0.0309	
2025-07-13 18:27:18,514 - INFO - Train: [2/300][3/9]	eta 0:01:49	loss 0.0233	
2025-07-13 18:27:18,523 - INFO - Train: [2/300][4/9]	eta 0:01:42	loss 0.0227	
2025-07-13 18:27:18,532 - INFO - Train: [2/300][5/9]	eta 0:01:36	loss 0.0247	
2025-07-13 18:27:18,541 - INFO - Train: [2/300][6/9]	eta 0:01:31	loss 0.0179	
2025-07-13 18:27:18,553 - INFO - Train: [2/300][7/9]	eta 0:01:28	loss 0.0273	
2025-07-13 18:27:18,564 - INFO - Train: [2/300][8/9]	eta 0:01:24	loss 0.0144	
2025-07-13 18:27:18,572 - INFO - Train: [2/300][9/9]	eta 0:01:21	loss 0.0131	
2025-07-13 18:27:18,603 - INFO - Train: [3/300][1/9]	eta 0:01:21	loss 0.0222	
2025-07-13 18:27:18,611 - INFO - Train: [3/300][2/9]	eta 0:01:18	loss 0.0179	
2025-07-13 18:27:18,623 - INFO - Train: [3/300][3/9]	eta 0:01:15	loss 0.0144	
2025-07-13 18:27:18,634 - INFO - Train: [3/300][4/9]	eta 0:01:13	loss 0.0190	
2025-07-13 18:27:18,642 - INFO - Train: [3/300][5/9]	eta 0:01:11	loss 0.0132	
2025-07-13 18:27:18,651 - INFO - Train: [3/300][6/9]	eta 0:01:09	loss 0.0144	
2025-07-13 18:27:18,659 - INFO - Train: [3/300][7/9]	eta 0:01:07	loss 0.0197	
2025-07-13 18:27:18,671 - INFO - Train: [3/300][8/9]	eta 0:01:05	loss 0.0148	
2025-07-13 18:27:18,681 - INFO - Train: [3/300][9/9]	eta 0:01:04	loss 0.0192	
2025-07-13 18:27:18,713 - INFO - Train: [4/300][1/9]	eta 0:01:05	loss 0.0108	
2025-07-13 18:27:18,722 - INFO - Train: [4/300][2/9]	eta 0:01:04	loss 0.0116	
2025-07-13 18:27:18,733 - INFO - Train: [4/300][3/9]	eta 0:01:02	loss 0.0119	
2025-07-13 18:27:18,751 - INFO - Train: [4/300][4/9]	eta 0:01:02	loss 0.0148	
2025-07-13 18:27:18,766 - INFO - Train: [4/300][5/9]	eta 0:01:01	loss 0.0117	
2025-07-13 18:27:18,778 - INFO - Train: [4/300][6/9]	eta 0:01:00	loss 0.0111	
2025-07-13 18:27:18,789 - INFO - Train: [4/300][7/9]	eta 0:00:59	loss 0.0124	
2025-07-13 18:27:18,798 - INFO - Train: [4/300][8/9]	eta 0:00:58	loss 0.0143	
2025-07-13 18:27:18,806 - INFO - Train: [4/300][9/9]	eta 0:00:57	loss 0.0114	
2025-07-13 18:27:18,837 - INFO - Train: [5/300][1/9]	eta 0:00:58	loss 0.0132	
2025-07-13 18:27:18,845 - INFO - Train: [5/300][2/9]	eta 0:00:57	loss 0.0072	
2025-07-13 18:27:18,854 - INFO - Train: [5/300][3/9]	eta 0:00:56	loss 0.0133	
2025-07-13 18:27:18,863 - INFO - Train: [5/300][4/9]	eta 0:00:55	loss 0.0079	
2025-07-13 18:27:18,874 - INFO - Train: [5/300][5/9]	eta 0:00:54	loss 0.0087	
2025-07-13 18:27:18,888 - INFO - Train: [5/300][6/9]	eta 0:00:54	loss 0.0077	
2025-07-13 18:27:18,899 - INFO - Train: [5/300][7/9]	eta 0:00:53	loss 0.0096	
2025-07-13 18:27:18,910 - INFO - Train: [5/300][8/9]	eta 0:00:53	loss 0.0059	
2025-07-13 18:27:18,921 - INFO - Train: [5/300][9/9]	eta 0:00:52	loss 0.0100	
2025-07-13 18:27:18,954 - INFO - Train: [6/300][1/9]	eta 0:00:53	loss 0.0078	
2025-07-13 18:27:18,965 - INFO - Train: [6/300][2/9]	eta 0:00:52	loss 0.0083	
2025-07-13 18:27:18,976 - INFO - Train: [6/300][3/9]	eta 0:00:52	loss 0.0068	
2025-07-13 18:27:18,988 - INFO - Train: [6/300][4/9]	eta 0:00:51	loss 0.0074	
2025-07-13 18:27:18,996 - INFO - Train: [6/300][5/9]	eta 0:00:51	loss 0.0070	
2025-07-13 18:27:19,007 - INFO - Train: [6/300][6/9]	eta 0:00:50	loss 0.0092	
2025-07-13 18:27:19,018 - INFO - Train: [6/300][7/9]	eta 0:00:50	loss 0.0079	
2025-07-13 18:27:19,029 - INFO - Train: [6/300][8/9]	eta 0:00:50	loss 0.0068	
2025-07-13 18:27:19,040 - INFO - Train: [6/300][9/9]	eta 0:00:49	loss 0.0046	
2025-07-13 18:27:19,072 - INFO - Train: [7/300][1/9]	eta 0:00:50	loss 0.0094	
2025-07-13 18:27:19,084 - INFO - Train: [7/300][2/9]	eta 0:00:49	loss 0.0085	
2025-07-13 18:27:19,095 - INFO - Train: [7/300][3/9]	eta 0:00:49	loss 0.0080	
2025-07-13 18:27:19,109 - INFO - Train: [7/300][4/9]	eta 0:00:49	loss 0.0074	
2025-07-13 18:27:19,122 - INFO - Train: [7/300][5/9]	eta 0:00:49	loss 0.0076	
2025-07-13 18:27:19,136 - INFO - Train: [7/300][6/9]	eta 0:00:48	loss 0.0042	
