2025-07-11 14:25:10,187 - INFO - Train: [1/200][1/2]	eta 0:02:50	loss 0.1946	
2025-07-11 14:25:10,198 - INFO - Train: [1/200][2/2]	eta 0:01:27	loss 0.1109	
2025-07-11 14:25:10,226 - INFO - Train: [2/200][1/2]	eta 0:01:02	loss 0.0763	
2025-07-11 14:25:10,236 - INFO - Train: [2/200][2/2]	eta 0:00:47	loss 0.0117	
2025-07-11 14:25:10,261 - INFO - Train: [3/200][1/2]	eta 0:00:39	loss 0.0585	
2025-07-11 14:25:10,272 - INFO - Train: [3/200][2/2]	eta 0:00:33	loss 0.1323	
2025-07-11 14:25:10,290 - INFO - Train: [4/200][1/2]	eta 0:00:29	loss 0.0674	
2025-07-11 14:25:10,302 - INFO - Train: [4/200][2/2]	eta 0:00:26	loss 0.0091	
2025-07-11 14:25:10,321 - INFO - Train: [5/200][1/2]	eta 0:00:24	loss 0.0507	
2025-07-11 14:25:10,336 - INFO - Train: [5/200][2/2]	eta 0:00:22	loss 0.1054	
2025-07-11 14:25:10,367 - INFO - Train: [6/200][1/2]	eta 0:00:21	loss 0.0544	
2025-07-11 14:25:10,383 - INFO - Train: [6/200][2/2]	eta 0:00:20	loss 0.0556	
2025-07-11 14:25:10,407 - INFO - Train: [7/200][1/2]	eta 0:00:19	loss 0.0618	
2025-07-11 14:25:10,425 - INFO - Train: [7/200][2/2]	eta 0:00:18	loss 0.0210	
2025-07-11 14:25:10,451 - INFO - Train: [8/200][1/2]	eta 0:00:17	loss 0.0699	
2025-07-11 14:25:10,471 - INFO - Train: [8/200][2/2]	eta 0:00:17	loss 0.0420	
2025-07-11 14:25:10,500 - INFO - Train: [9/200][1/2]	eta 0:00:16	loss 0.0506	
2025-07-11 14:25:10,522 - INFO - Train: [9/200][2/2]	eta 0:00:16	loss 0.0240	
2025-07-11 14:25:10,553 - INFO - Train: [10/200][1/2]	eta 0:00:15	loss 0.0697	
2025-07-11 14:25:10,575 - INFO - Train: [10/200][2/2]	eta 0:00:15	loss 0.1170	
2025-07-11 14:25:10,607 - INFO - Train: [11/200][1/2]	eta 0:00:15	loss 0.0520	
2025-07-11 14:25:10,631 - INFO - Train: [11/200][2/2]	eta 0:00:15	loss 0.2020	
2025-07-11 14:25:10,665 - INFO - Train: [12/200][1/2]	eta 0:00:14	loss 0.0627	
2025-07-11 14:25:10,688 - INFO - Train: [12/200][2/2]	eta 0:00:14	loss 0.0144	
2025-07-11 14:25:10,724 - INFO - Train: [13/200][1/2]	eta 0:00:14	loss 0.0577	
2025-07-11 14:25:10,748 - INFO - Train: [13/200][2/2]	eta 0:00:14	loss 0.0274	
2025-07-11 14:25:10,782 - INFO - Train: [14/200][1/2]	eta 0:00:14	loss 0.0557	
2025-07-11 14:25:10,807 - INFO - Train: [14/200][2/2]	eta 0:00:13	loss 0.1916	
2025-07-11 14:25:10,860 - INFO - Train: [15/200][1/2]	eta 0:00:14	loss 0.0446	
2025-07-11 14:25:10,881 - INFO - Train: [15/200][2/2]	eta 0:00:13	loss 0.0289	
2025-07-11 14:25:10,913 - INFO - Train: [16/200][1/2]	eta 0:00:13	loss 0.0551	
2025-07-11 14:25:10,936 - INFO - Train: [16/200][2/2]	eta 0:00:13	loss 0.0658	
2025-07-11 14:25:10,970 - INFO - Train: [17/200][1/2]	eta 0:00:13	loss 0.0481	
2025-07-11 14:25:10,993 - INFO - Train: [17/200][2/2]	eta 0:00:13	loss 0.0175	
2025-07-11 14:25:11,030 - INFO - Train: [18/200][1/2]	eta 0:00:13	loss 0.0556	
2025-07-11 14:25:11,054 - INFO - Train: [18/200][2/2]	eta 0:00:13	loss 0.2771	
2025-07-11 14:25:11,090 - INFO - Train: [19/200][1/2]	eta 0:00:13	loss 0.0653	
2025-07-11 14:25:11,115 - INFO - Train: [19/200][2/2]	eta 0:00:12	loss 0.0224	
2025-07-11 14:25:11,151 - INFO - Train: [20/200][1/2]	eta 0:00:12	loss 0.0515	
2025-07-11 14:25:11,176 - INFO - Train: [20/200][2/2]	eta 0:00:12	loss 0.0136	
2025-07-11 14:25:11,213 - INFO - Train: [21/200][1/2]	eta 0:00:12	loss 0.0559	
2025-07-11 14:25:11,238 - INFO - Train: [21/200][2/2]	eta 0:00:12	loss 0.0121	
2025-07-11 14:25:11,274 - INFO - Train: [22/200][1/2]	eta 0:00:12	loss 0.0630	
2025-07-11 14:25:11,300 - INFO - Train: [22/200][2/2]	eta 0:00:12	loss 0.0105	
2025-07-11 14:25:11,335 - INFO - Train: [23/200][1/2]	eta 0:00:12	loss 0.0581	
2025-07-11 14:25:11,360 - INFO - Train: [23/200][2/2]	eta 0:00:12	loss 0.0010	
2025-07-11 14:25:11,395 - INFO - Train: [24/200][1/2]	eta 0:00:12	loss 0.0428	
2025-07-11 14:25:11,420 - INFO - Train: [24/200][2/2]	eta 0:00:12	loss 0.0299	
2025-07-11 14:25:11,456 - INFO - Train: [25/200][1/2]	eta 0:00:12	loss 0.0571	
2025-07-11 14:25:11,481 - INFO - Train: [25/200][2/2]	eta 0:00:12	loss 0.0043	
2025-07-11 14:25:11,518 - INFO - Train: [26/200][1/2]	eta 0:00:12	loss 0.0729	
2025-07-11 14:25:11,544 - INFO - Train: [26/200][2/2]	eta 0:00:11	loss 0.1326	
2025-07-11 14:25:11,581 - INFO - Train: [27/200][1/2]	eta 0:00:11	loss 0.0648	
2025-07-11 14:25:11,606 - INFO - Train: [27/200][2/2]	eta 0:00:11	loss 0.0432	
2025-07-11 14:25:11,642 - INFO - Train: [28/200][1/2]	eta 0:00:11	loss 0.0402	
2025-07-11 14:25:11,666 - INFO - Train: [28/200][2/2]	eta 0:00:11	loss 0.0010	
2025-07-11 14:25:11,702 - INFO - Train: [29/200][1/2]	eta 0:00:11	loss 0.0588	
2025-07-11 14:25:11,727 - INFO - Train: [29/200][2/2]	eta 0:00:11	loss 0.0005	
2025-07-11 14:25:11,762 - INFO - Train: [30/200][1/2]	eta 0:00:11	loss 0.0561	
2025-07-11 14:25:11,787 - INFO - Train: [30/200][2/2]	eta 0:00:11	loss 0.1008	
2025-07-11 14:25:11,823 - INFO - Train: [31/200][1/2]	eta 0:00:11	loss 0.0550	
2025-07-11 14:25:11,848 - INFO - Train: [31/200][2/2]	eta 0:00:11	loss 0.0465	
2025-07-11 14:25:11,883 - INFO - Train: [32/200][1/2]	eta 0:00:11	loss 0.0427	
2025-07-11 14:25:11,908 - INFO - Train: [32/200][2/2]	eta 0:00:11	loss 0.0171	
2025-07-11 14:25:11,943 - INFO - Train: [33/200][1/2]	eta 0:00:11	loss 0.0452	
2025-07-11 14:25:11,968 - INFO - Train: [33/200][2/2]	eta 0:00:11	loss 0.2433	
2025-07-11 14:25:12,003 - INFO - Train: [34/200][1/2]	eta 0:00:11	loss 0.0459	
2025-07-11 14:25:12,028 - INFO - Train: [34/200][2/2]	eta 0:00:11	loss 0.0385	
2025-07-11 14:25:12,064 - INFO - Train: [35/200][1/2]	eta 0:00:11	loss 0.0445	
2025-07-11 14:25:12,089 - INFO - Train: [35/200][2/2]	eta 0:00:10	loss 0.0263	
2025-07-11 14:25:12,124 - INFO - Train: [36/200][1/2]	eta 0:00:10	loss 0.0462	
2025-07-11 14:25:12,149 - INFO - Train: [36/200][2/2]	eta 0:00:10	loss 0.0344	
2025-07-11 14:25:12,185 - INFO - Train: [37/200][1/2]	eta 0:00:10	loss 0.0406	
2025-07-11 14:25:12,210 - INFO - Train: [37/200][2/2]	eta 0:00:10	loss 0.2053	
2025-07-11 14:25:12,248 - INFO - Train: [38/200][1/2]	eta 0:00:10	loss 0.0541	
2025-07-11 14:25:12,274 - INFO - Train: [38/200][2/2]	eta 0:00:10	loss 0.0055	
2025-07-11 14:25:12,310 - INFO - Train: [39/200][1/2]	eta 0:00:10	loss 0.0630	
2025-07-11 14:25:12,336 - INFO - Train: [39/200][2/2]	eta 0:00:10	loss 0.0624	
2025-07-11 14:25:12,374 - INFO - Train: [40/200][1/2]	eta 0:00:10	loss 0.0580	
2025-07-11 14:25:12,400 - INFO - Train: [40/200][2/2]	eta 0:00:10	loss 0.0522	
2025-07-11 14:25:12,438 - INFO - Train: [41/200][1/2]	eta 0:00:10	loss 0.0544	
