Day,Actual,Predicted
1,1406.692,1658.6353
2,2327.51,1706.2244
3,1913.4958,1766.8667
4,1939.994,1694.9501
5,1604.0,1706.9703
6,1689.862,1780.694
7,2080.272,1857.4037
8,1633.2699,1913.8181
9,1788.702,1936.62
10,2102.948,1889.1506
11,1975.9879,1890.1224
12,1589.2781,1856.8453
13,2182.5999,1869.9512
14,1781.792,1888.3087
15,1564.068,1867.8564
16,2766.554,1892.5884
17,3317.82,1930.8248
18,3154.194,1926.8896
19,1699.8661,1923.245
20,1738.028,1932.2504
21,1739.434,1936.8961
22,1237.3561,1980.6583
23,1910.536,2017.6083
24,2200.77,2011.3513
25,2843.6638,1983.7472
26,1674.472,1886.8352
27,1425.03,1881.1503
28,2721.734,1869.9116
29,1573.698,1896.1403
30,2059.0378,1941.698
31,3312.852,1964.0013
32,1827.752,1971.0762
33,1603.2999,1863.2106
34,1868.39,1847.9507
35,2460.924,1847.3431
36,1649.088,1793.4226
37,2048.396,1782.9951
38,3131.536,1705.0176
39,2182.866,1408.3414
40,1706.638,1423.1859
41,1943.822,1480.4681
42,2639.39,1503.8448
43,1968.6599,1491.9889
44,1690.0221,1556.5029
45,2335.3298,1571.0717
46,1586.032,1468.4229
47,1318.994,1476.5659
48,793.506,1545.3877
49,826.45,1560.6971
50,737.268,1351.0846
51,1880.736,1321.3323
52,1316.184,1324.9392
53,2238.478,1223.79
54,2733.656,1234.6769
55,1783.144,1245.0574
56,1169.844,1284.4802
57,1156.852,1333.7958
58,2028.9178,1424.6259
59,1630.75,1484.6097
60,2472.554,1555.9216
61,1477.442,1502.3545
62,1848.9519,1420.1722
63,1842.1301,1428.202
64,1441.8119,1530.198
65,1783.474,1639.6105
66,1696.4661,1690.532
67,2357.166,1743.4122
68,1685.556,1676.4519
69,1836.21,1691.5244
70,2405.904,1691.7177
71,1887.26,1695.4497
72,1445.52,1735.5275
73,2149.028,1760.4863
74,1942.062,1791.8782
75,1338.042,1722.1722
76,1931.9099,1751.9636
77,1450.6799,1785.9078
78,1191.532,1702.3048
79,1463.906,1696.5864
80,1930.0221,1733.3718
81,1689.1699,1724.2217
82,1296.4501,1686.7119
83,1661.712,1706.5554
84,1838.774,1614.4579
85,1211.004,1630.965
86,1713.926,1663.7347
87,2260.976,1694.1486
88,2216.65,1679.9236
89,1477.452,1665.8792
90,1823.482,1700.6466
