Day,Actual,Predicted
1,1406.692,1802.9712
2,2327.51,1873.6996
3,1913.4958,1869.1506
4,1939.994,1794.828
5,1604.0,1780.6956
6,1689.862,1811.3674
7,2080.272,1885.4316
8,1633.2699,1951.5018
9,1788.702,1977.7899
10,2102.948,1951.5428
11,1975.9879,1869.0956
12,1589.2781,1814.3043
13,2182.5999,1816.6624
14,1781.792,1905.9279
15,1564.068,1835.1788
16,2766.554,1889.1683
17,3317.82,1860.4136
18,3154.194,1852.3623
19,1699.8661,1870.1299
20,1738.028,1852.0203
21,1739.434,1843.3774
22,1237.3561,1896.5673
23,1910.536,1973.4559
24,2200.77,1989.5979
25,2843.6638,1995.8467
26,1674.472,1868.7855
27,1425.03,1831.0846
28,2721.734,1813.1368
29,1573.698,1875.0062
30,2059.0378,1888.2457
31,3312.852,1952.4928
32,1827.752,1892.7083
33,1603.2999,1792.4757
34,1868.39,1727.0183
35,2460.924,1732.0808
36,1649.088,1763.7999
37,2048.396,1808.7079
38,3131.536,1818.4282
39,2182.866,1502.403
40,1706.638,1450.5996
41,1943.822,1440.7179
42,2639.39,1503.9291
43,1968.6599,1609.4246
44,1690.0221,1697.1931
45,2335.3298,1757.6414
46,1586.032,1606.2545
47,1318.994,1600.5885
48,793.506,1700.302
49,826.45,1741.006
50,737.268,1608.4742
51,1880.736,1624.8268
52,1316.184,1682.7789
53,2238.478,1366.7678
54,2733.656,1447.0125
55,1783.144,1457.4531
56,1169.844,1457.1177
57,1156.852,1472.5714
58,2028.9178,1589.3768
59,1630.75,1660.1624
60,2472.554,1740.1475
61,1477.442,1741.733
62,1848.9519,1556.1399
63,1842.1301,1581.2292
64,1441.8119,1721.3262
65,1783.474,1866.1976
66,1696.4661,1892.5891
67,2357.166,1927.4497
68,1685.556,1798.3494
69,1836.21,1756.6266
70,2405.904,1745.7902
71,1887.26,1799.6807
72,1445.52,1835.5468
73,2149.028,1895.0519
74,1942.062,1939.6797
75,1338.042,1805.7368
76,1931.9099,1840.5198
77,1450.6799,1925.7046
78,1191.532,1795.8243
