Day,Actual,Predicted
1,1406.6919,2155.8384
2,2327.51,2030.4426
3,1913.496,2305.1936
4,1939.994,2269.7083
5,1603.9999,2193.9243
6,1689.8619,2142.0183
7,2080.272,2164.946
8,1633.2699,2299.4546
9,1788.7019,2216.1294
10,2102.948,2237.399
11,1975.988,2362.5627
12,1589.278,2350.3943
13,2182.5999,2219.819
14,1781.792,2366.4553
15,1564.068,2301.4492
16,2766.554,2278.0706
17,3317.8198,2570.406
18,3154.1938,2612.8496
19,1699.8658,2650.6167
20,1738.028,2323.4458
21,1739.434,2336.3167
22,1237.356,2364.1438
23,1910.5359,2253.859
24,2200.77,2435.4597
25,2843.6638,2548.1584
26,1674.4719,2643.9702
27,1425.0299,2409.1077
28,2721.7341,2361.104
29,1573.698,2650.0312
30,2059.0378,2396.4038
31,3312.852,2527.645
32,1827.752,2835.8455
33,1603.3,2399.743
34,1868.3899,2330.8237
35,2460.924,2394.0532
36,1649.088,2535.4812
37,2048.396,2327.0986
38,3131.536,2397.7646
39,2182.866,2713.551
40,1706.638,2497.6257
41,1943.822,2295.141
42,2639.39,2348.4
43,1968.6599,2563.6511
44,1690.022,2375.6108
45,2335.33,2284.0852
46,1586.0319,2477.0872
47,1318.994,2242.5725
48,793.50604,2143.0
49,826.45,2013.425
50,737.268,2012.7236
51,1880.736,1980.0786
52,1316.184,2296.7534
53,2238.478,2127.5112
54,2733.656,2406.4915
55,1783.1439,2438.5918
56,1169.844,2232.7466
57,1156.852,2057.6387
58,2028.918,2015.1365
59,1630.75,2275.9192
60,2472.5542,2181.3223
61,1477.442,2537.2112
62,1848.952,2171.9043
63,1842.13,2273.1672
64,1441.8119,2276.6287
65,1783.474,2134.0806
66,1696.4661,2249.1472
67,2357.166,2234.613
68,1685.5559,2490.1426
69,1836.2098,2237.9753
70,2405.904,2238.7744
71,1887.26,2442.7642
72,1445.5199,2256.6575
73,2149.0278,2171.5657
74,1942.0619,2368.7397
75,1338.042,2335.9812
76,1931.91,2118.4438
77,1450.6799,2308.818
78,1191.532,2180.7268
79,1463.9059,2082.3716
80,1930.022,2169.4087
81,1689.1699,2342.6472
82,1296.4501,2237.6658
83,1661.712,2110.4116
84,1838.7739,2216.8655
85,1211.0039,2293.2634
86,1713.9259,2080.569
87,2260.976,2222.0051
88,2216.65,2406.1616
89,1477.452,2343.822
90,1823.4819,2174.0583
