Day,Actual,Predicted
1,1406.6919,1745.913
2,2327.51,1567.133
3,1913.496,1543.5875
4,1939.994,1516.2375
5,1603.9999,1520.7428
6,1689.8619,1423.3375
7,2080.272,1456.3176
8,1633.2699,1463.2135
9,1788.7019,1443.1316
10,2102.948,1439.9229
11,1975.988,1520.7466
12,1589.278,1435.3247
13,2182.5999,1434.3058
14,1781.792,1499.5359
15,1564.068,1436.2526
16,2766.554,1386.1716
17,3317.8198,1572.1493
18,3154.1938,1711.2876
19,1699.8658,1617.7666
20,1738.028,1442.8494
21,1739.434,1407.0303
22,1237.356,1349.3074
23,1910.5359,1271.8646
24,2200.77,1329.0101
25,2843.6638,1415.431
26,1674.4719,1528.6707
27,1425.0299,1374.1991
28,2721.7341,1258.4441
29,1573.698,1456.7411
30,2059.0378,1308.0385
31,3312.852,1342.48
32,1827.752,1601.4331
33,1603.3,1353.2504
34,1868.3899,1579.351
35,2460.924,1696.5469
36,1649.088,1755.5302
37,2048.396,1564.2926
38,3131.536,1711.0812
39,2182.866,1933.6217
40,1706.638,1685.7919
41,1943.822,1643.6439
42,2639.39,1767.6895
43,1968.6599,1839.461
44,1690.022,1651.6942
45,2335.33,1682.7747
46,1586.0319,1902.2501
47,1318.994,1536.3015
48,793.50604,1612.104
49,826.45,1357.2352
50,737.268,1289.4333
51,1880.736,1174.8685
52,1316.184,1658.5386
53,2238.478,1600.7671
54,2733.656,1706.6567
55,1783.1439,1825.3309
56,1169.844,1878.8735
57,1156.852,1566.9421
58,2028.918,1555.2891
59,1630.75,1945.3224
60,2472.5542,1721.7987
61,1477.442,1607.6665
62,1848.952,1633.883
63,1842.13,1880.2542
64,1441.8119,1822.8855
65,1783.474,1755.6285
66,1696.4661,1872.9941
67,2357.166,1858.6628
68,1685.5559,1904.2363
69,1836.2098,1712.084
70,2405.904,1868.8217
71,1887.26,1933.9813
72,1445.5199,1835.5754
73,2149.0278,1767.115
74,1942.0619,1994.0088
75,1338.042,1813.3218
76,1931.91,1663.7628
77,1450.6799,1905.8882
78,1191.532,1716.6766
79,1463.9059,1657.1558
80,1930.022,1705.142
81,1689.1699,1835.9758
82,1296.4501,1783.4955
83,1661.712,1614.4563
84,1838.7739,1797.8733
85,1211.0039,1849.6957
86,1713.9259,1645.6752
87,2260.976,1796.8848
88,2216.65,1988.0538
89,1477.452,1903.3062
90,1823.4819,1771.8505
