2025-07-11 14:22:08,309 - INFO - Train: [1/200][1/2]	eta 0:01:17	loss 0.3298	
2025-07-11 14:22:08,314 - INFO - Train: [1/200][2/2]	eta 0:00:39	loss 0.5661	
2025-07-11 14:22:08,328 - INFO - Train: [2/200][1/2]	eta 0:00:28	loss 0.2436	
2025-07-11 14:22:08,331 - INFO - Train: [2/200][2/2]	eta 0:00:21	loss 0.1161	
2025-07-11 14:22:08,340 - INFO - Train: [3/200][1/2]	eta 0:00:17	loss 0.1579	
2025-07-11 14:22:08,344 - INFO - Train: [3/200][2/2]	eta 0:00:15	loss 0.3254	
2025-07-11 14:22:08,353 - INFO - Train: [4/200][1/2]	eta 0:00:13	loss 0.1058	
2025-07-11 14:22:08,357 - INFO - Train: [4/200][2/2]	eta 0:00:11	loss 0.0643	
2025-07-11 14:22:08,367 - INFO - Train: [5/200][1/2]	eta 0:00:10	loss 0.0680	
2025-07-11 14:22:08,372 - INFO - Train: [5/200][2/2]	eta 0:00:10	loss 0.0172	
2025-07-11 14:22:08,382 - INFO - Train: [6/200][1/2]	eta 0:00:09	loss 0.0504	
2025-07-11 14:22:08,386 - INFO - Train: [6/200][2/2]	eta 0:00:08	loss 0.0409	
2025-07-11 14:22:08,393 - INFO - Train: [7/200][1/2]	eta 0:00:08	loss 0.0499	
2025-07-11 14:22:08,398 - INFO - Train: [7/200][2/2]	eta 0:00:07	loss 0.0897	
2025-07-11 14:22:08,405 - INFO - Train: [8/200][1/2]	eta 0:00:07	loss 0.0512	
2025-07-11 14:22:08,411 - INFO - Train: [8/200][2/2]	eta 0:00:07	loss 0.1410	
2025-07-11 14:22:08,419 - INFO - Train: [9/200][1/2]	eta 0:00:06	loss 0.0516	
2025-07-11 14:22:08,424 - INFO - Train: [9/200][2/2]	eta 0:00:06	loss 0.0303	
2025-07-11 14:22:08,433 - INFO - Train: [10/200][1/2]	eta 0:00:06	loss 0.0498	
2025-07-11 14:22:08,438 - INFO - Train: [10/200][2/2]	eta 0:00:06	loss 0.0465	
2025-07-11 14:22:08,447 - INFO - Train: [11/200][1/2]	eta 0:00:06	loss 0.0497	
2025-07-11 14:22:08,453 - INFO - Train: [11/200][2/2]	eta 0:00:05	loss 0.0218	
2025-07-11 14:22:08,463 - INFO - Train: [12/200][1/2]	eta 0:00:05	loss 0.0467	
2025-07-11 14:22:08,469 - INFO - Train: [12/200][2/2]	eta 0:00:05	loss 0.0144	
2025-07-11 14:22:08,484 - INFO - Train: [13/200][1/2]	eta 0:00:05	loss 0.0430	
2025-07-11 14:22:08,490 - INFO - Train: [13/200][2/2]	eta 0:00:05	loss 0.0095	
2025-07-11 14:22:08,504 - INFO - Train: [14/200][1/2]	eta 0:00:05	loss 0.0396	
2025-07-11 14:22:08,510 - INFO - Train: [14/200][2/2]	eta 0:00:05	loss 0.0613	
2025-07-11 14:22:08,524 - INFO - Train: [15/200][1/2]	eta 0:00:05	loss 0.0405	
2025-07-11 14:22:08,530 - INFO - Train: [15/200][2/2]	eta 0:00:05	loss 0.0074	
2025-07-11 14:22:08,544 - INFO - Train: [16/200][1/2]	eta 0:00:05	loss 0.0401	
2025-07-11 14:22:08,549 - INFO - Train: [16/200][2/2]	eta 0:00:05	loss 0.0089	
2025-07-11 14:22:08,563 - INFO - Train: [17/200][1/2]	eta 0:00:04	loss 0.0398	
