Day,Actual,Predicted
1,1406.692,1842.7222
2,2327.51,1800.3213
3,1913.4958,2188.2834
4,1939.994,1946.311
5,1604.0,1996.2128
6,1689.862,1990.4237
7,2080.272,2098.6655
8,1633.2699,2187.789
9,1788.702,2013.3511
10,2102.948,2061.146
11,1975.9879,2211.1846
12,1589.2781,2056.9622
13,2182.5999,2008.4957
14,1781.792,2241.71
15,1564.068,2051.2769
16,2766.554,2039.3235
17,3317.82,2300.709
18,3154.194,2256.8694
19,1699.8661,2264.4827
20,1738.028,1939.449
21,1739.434,2158.9932
22,1237.3561,2141.2544
23,1910.536,2005.0688
24,2200.77,2171.8042
25,2843.6638,2132.5667
26,1674.472,2211.2957
27,1425.03,1907.5924
28,2721.734,1977.5223
29,1573.698,2385.1235
30,2059.0378,1916.1039
31,3312.852,2152.517
32,1827.752,2422.514
33,1603.2999,1793.0573
34,1868.39,1776.2084
35,2460.924,1825.594
36,1649.088,1966.2628
37,2048.396,1654.7081
38,3131.536,1705.4512
39,2182.866,1947.6245
40,1706.638,1605.4097
41,1943.822,1537.2252
42,2639.39,1656.711
43,1968.6599,1945.3376
44,1690.0221,1689.8137
45,2335.3298,1613.241
46,1586.032,1814.773
47,1318.994,1470.2765
48,793.506,1468.8118
49,826.45,1372.8951
50,737.268,1376.1858
51,1880.736,1290.9172
52,1316.184,1494.7799
53,2238.478,1318.9286
54,2733.656,1623.3966
55,1783.144,1670.3568
56,1169.844,1560.4814
57,1156.852,1437.7721
58,2028.9178,1445.1422
59,1630.75,1678.836
60,2472.554,1624.6567
61,1477.442,1627.0107
62,1848.9519,1405.8107
63,1842.1301,1669.5972
64,1441.8119,1729.6212
65,1783.474,1664.9125
66,1696.4661,1779.6212
67,2357.166,1762.9418
68,1685.556,1930.4124
69,1836.21,1655.5277
70,2405.904,1762.6948
71,1887.26,1959.5074
72,1445.52,1760.8553
73,2149.028,1730.7789
74,1942.062,1936.6016
75,1338.042,1843.1976
76,1931.9099,1667.1482
77,1450.6799,1930.9824
78,1191.532,1745.7397
79,1463.906,1696.9073
80,1930.0221,1755.9214
81,1689.1699,1798.2887
82,1296.4501,1735.4307
83,1661.712,1599.6133
84,1838.774,1722.2871
85,1211.004,1805.8718
86,1713.926,1641.5254
87,2260.976,1793.0295
88,2216.65,1888.774
89,1477.452,1850.567
90,1823.482,1706.137
91,1641.14,1867.7924
92,1644.334,1788.498
93,1363.26,1809.5226
94,2191.232,1709.8383
95,1375.716,1984.5172
96,1452.6339,1626.528
97,1440.092,1684.2233
98,1534.6,1690.5502
99,1890.472,1728.6772
100,1842.1139,1784.4274
101,2462.446,1814.4219
102,2141.012,2005.686
103,1599.924,1825.9388
104,1501.538,1739.4867
105,1216.062,1771.3323
106,1564.524,1666.8058
107,2042.8099,1744.1753
108,1512.266,1824.5427
109,1286.468,1730.289
110,1486.5099,1633.5061
111,1894.5979,1750.0494
112,1496.198,1747.597
113,1141.46,1751.9199
114,1194.048,1623.9686
115,2022.284,1687.1034
116,1781.626,1925.39
117,1351.628,1792.171
118,1706.386,1647.32
119,1664.6799,1756.0094
120,1834.7621,1741.8416
121,1512.802,1805.3145
122,1393.91,1782.6975
123,1608.878,1651.8618
124,1667.882,1630.2246
125,1731.474,1584.5099
126,1349.902,1642.6439
127,1012.648,1502.3253
128,1857.1559,1410.8315
129,1261.352,1631.225
130,1967.6339,1423.2455
131,1517.176,1652.9442
132,1625.956,1487.1874
133,1246.3981,1563.853
134,1606.984,1456.7697
135,1422.226,1607.7872
136,2007.3779,1518.979
137,1543.764,1679.9633
138,1209.906,1514.582
139,1617.3439,1449.3574
140,1307.162,1558.3865
141,1575.15,1497.9211
142,1074.806,1594.9344
143,1530.598,1491.703
144,1287.786,1629.5386
145,1354.096,1527.5907
146,1338.8981,1557.878
147,1544.292,1489.6581
148,1179.7361,1454.6713
149,1242.8461,1299.4255
150,1659.106,1311.5751
151,956.89,1502.5159
152,1443.26,1351.0419
153,1090.638,1560.3479
154,1356.578,1451.318
155,1035.66,1539.8129
156,1230.36,1380.5568
157,1475.4501,1418.0116
158,1207.392,1492.1937
159,1178.776,1383.2488
160,1332.8501,1342.4402
161,1602.9961,1379.3971
162,1300.65,1479.4801
163,1101.7319,1390.9766
164,493.61798,1334.1035
165,489.6,1180.1921
166,926.60803,1165.914
167,1508.792,1278.6471
168,988.01605,1444.8959
169,1165.7001,1275.5365
170,1086.866,1352.8174
171,1107.1,1328.9261
172,855.142,1388.6283
173,1094.098,1296.2612
174,1039.214,1366.4608
175,1534.874,1340.3451
176,771.362,1475.9684
177,1277.322,1254.9897
178,1709.052,1419.0162
179,1059.3939,1565.5828
180,1010.134,1414.524
181,1192.446,1419.0549
182,1218.342,1494.2196
183,1242.578,1389.608
184,864.148,1457.0891
