Day,Actual,Predicted
1,1406.692,1721.875
2,2327.51,1738.1782
3,1913.4958,1765.006
4,1939.994,1761.953
5,1604.0,1776.2618
6,1689.862,1805.1881
7,2080.272,1833.6329
8,1633.2699,1855.3834
9,1788.702,1864.5326
10,2102.948,1858.6035
11,1975.9879,1861.5122
12,1589.2781,1855.244
13,2182.5999,1853.5157
14,1781.792,1861.8718
15,1564.068,1863.3008
16,2766.554,1873.4182
17,3317.82,1888.4973
18,3154.194,1897.7974
19,1699.8661,1899.925
20,1738.028,1903.1396
21,1739.434,1903.974
22,1237.3561,1909.678
23,1910.536,1914.8027
24,2200.77,1910.4546
25,2843.6638,1899.2177
26,1674.472,1879.5862
27,1425.03,1874.69
28,2721.734,1870.6481
29,1573.698,1883.9491
30,2059.0378,1895.2394
31,3312.852,1902.254
32,1827.752,1907.4423
33,1603.2999,1846.5604
34,1868.39,1793.997
35,2460.924,1751.4283
36,1649.088,1692.3971
37,2048.396,1654.7874
38,3131.536,1627.5323
39,2182.866,1566.7092
40,1706.638,1578.1334
41,1943.822,1579.8597
42,2639.39,1586.3783
43,1968.6599,1587.47
44,1690.0221,1597.5114
45,2335.3298,1598.2229
46,1586.032,1585.5295
47,1318.994,1575.641
48,793.506,1579.9393
49,826.45,1563.1108
50,737.268,1518.7192
51,1880.736,1491.8805
52,1316.184,1486.2388
53,2238.478,1464.8198
54,2733.656,1468.9092
55,1783.144,1482.676
56,1169.844,1505.1941
57,1156.852,1520.4303
58,2028.9178,1540.7588
59,1630.75,1555.8215
60,2472.554,1564.9579
61,1477.442,1565.3152
62,1848.9519,1552.5077
63,1842.1301,1579.5955
64,1441.8119,1637.3373
65,1783.474,1697.3495
66,1696.4661,1739.477
67,2357.166,1779.344
68,1685.556,1767.3965
69,1836.21,1765.4855
70,2405.904,1763.775
71,1887.26,1771.0488
72,1445.52,1783.2369
73,2149.028,1783.2728
74,1942.062,1799.5242
75,1338.042,1784.7034
76,1931.9099,1780.6622
77,1450.6799,1779.2056
78,1191.532,1755.359
79,1463.906,1746.8867
80,1930.0221,1752.2439
81,1689.1699,1747.5312
82,1296.4501,1737.8552
83,1661.712,1734.8536
84,1838.774,1723.3885
85,1211.004,1725.2946
86,1713.926,1728.5697
87,2260.976,1733.1957
88,2216.65,1730.0728
89,1477.452,1729.3258
90,1823.482,1733.8271
91,1641.14,1743.4392
92,1644.334,1726.97
93,1363.26,1726.3083
94,2191.232,1709.7681
95,1375.716,1693.5159
96,1452.6339,1655.886
97,1440.092,1642.8622
98,1534.6,1622.0548
99,1890.472,1616.8865
100,1842.1139,1617.6969
101,2462.446,1630.1504
102,2141.012,1631.0992
103,1599.924,1641.4097
104,1501.538,1640.2059
105,1216.062,1641.0183
106,1564.524,1632.1516
107,2042.8099,1627.9811
108,1512.266,1628.7794
109,1286.468,1618.2024
110,1486.5099,1604.8196
111,1894.5979,1607.7223
112,1496.198,1613.5402
113,1141.46,1625.9596
114,1194.048,1616.161
115,2022.284,1601.3772
116,1781.626,1606.9938
117,1351.628,1611.9421
118,1706.386,1605.7283
119,1664.6799,1602.5416
120,1834.7621,1606.3752
121,1512.802,1630.0413
122,1393.91,1628.6824
123,1608.878,1593.3748
124,1667.882,1552.3005
125,1731.474,1529.1846
126,1349.902,1512.1189
127,1012.648,1495.6897
128,1857.1559,1479.2214
129,1261.352,1489.1135
130,1967.6339,1487.5538
131,1517.176,1489.2355
132,1625.956,1486.6029
133,1246.3981,1483.5641
134,1606.984,1481.4381
135,1422.226,1495.0918
136,2007.3779,1494.1626
137,1543.764,1511.574
138,1209.906,1499.5209
139,1617.3439,1493.4181
140,1307.162,1489.7689
141,1575.15,1489.9385
142,1074.806,1485.2378
143,1530.598,1476.728
144,1287.786,1470.5997
145,1354.096,1467.9148
146,1338.8981,1474.2758
147,1544.292,1486.1372
148,1179.7361,1508.9155
149,1242.8461,1521.4104
150,1659.106,1533.8324
151,956.89,1532.0432
152,1443.26,1520.1194
153,1090.638,1494.3734
154,1356.578,1457.3549
155,1035.66,1431.4016
156,1230.36,1410.9406
157,1475.4501,1403.8734
158,1207.392,1392.7466
159,1178.776,1385.9517
160,1332.8501,1384.0994
161,1602.9961,1389.696
162,1300.65,1391.3512
163,1101.7319,1395.3369
164,493.61798,1392.0123
165,489.6,1380.7019
166,926.60803,1373.1299
167,1508.792,1365.7273
168,988.01605,1364.5143
169,1165.7001,1352.1642
170,1086.866,1349.4396
171,1107.1,1351.0422
172,855.142,1363.882
173,1094.098,1371.6378
174,1039.214,1375.5343
175,1534.874,1368.247
176,771.362,1376.5863
177,1277.322,1370.626
178,1709.052,1373.3038
