2025-07-11 14:22:51,416 - INFO - Train: [1/200][1/2]	eta 0:01:49	loss 0.2272	
2025-07-11 14:22:51,422 - INFO - Train: [1/200][2/2]	eta 0:00:56	loss 0.0412	
2025-07-11 14:22:51,437 - INFO - Train: [2/200][1/2]	eta 0:00:39	loss 0.1593	
2025-07-11 14:22:51,442 - INFO - Train: [2/200][2/2]	eta 0:00:29	loss 0.0651	
2025-07-11 14:22:51,453 - INFO - Train: [3/200][1/2]	eta 0:00:24	loss 0.1072	
2025-07-11 14:22:51,457 - INFO - Train: [3/200][2/2]	eta 0:00:20	loss 0.0124	
2025-07-11 14:22:51,466 - INFO - Train: [4/200][1/2]	eta 0:00:18	loss 0.0658	
2025-07-11 14:22:51,470 - INFO - Train: [4/200][2/2]	eta 0:00:16	loss 0.0227	
2025-07-11 14:22:51,481 - INFO - Train: [5/200][1/2]	eta 0:00:14	loss 0.0443	
2025-07-11 14:22:51,486 - INFO - Train: [5/200][2/2]	eta 0:00:13	loss 0.0140	
2025-07-11 14:22:51,492 - INFO - Train: [6/200][1/2]	eta 0:00:12	loss 0.0424	
2025-07-11 14:22:51,497 - INFO - Train: [6/200][2/2]	eta 0:00:11	loss 0.1822	
2025-07-11 14:22:51,505 - INFO - Train: [7/200][1/2]	eta 0:00:10	loss 0.0450	
2025-07-11 14:22:51,511 - INFO - Train: [7/200][2/2]	eta 0:00:10	loss 0.1675	
2025-07-11 14:22:51,519 - INFO - Train: [8/200][1/2]	eta 0:00:09	loss 0.0420	
2025-07-11 14:22:51,525 - INFO - Train: [8/200][2/2]	eta 0:00:09	loss 0.0338	
2025-07-11 14:22:51,540 - INFO - Train: [9/200][1/2]	eta 0:00:09	loss 0.0402	
2025-07-11 14:22:51,546 - INFO - Train: [9/200][2/2]	eta 0:00:08	loss 0.0138	
2025-07-11 14:22:51,561 - INFO - Train: [10/200][1/2]	eta 0:00:08	loss 0.0414	
2025-07-11 14:22:51,567 - INFO - Train: [10/200][2/2]	eta 0:00:08	loss 0.0065	
2025-07-11 14:22:51,576 - INFO - Train: [11/200][1/2]	eta 0:00:07	loss 0.0425	
2025-07-11 14:22:51,582 - INFO - Train: [11/200][2/2]	eta 0:00:07	loss 0.0303	
2025-07-11 14:22:51,591 - INFO - Train: [12/200][1/2]	eta 0:00:07	loss 0.0431	
