Day,Actual,Predicted
1,1406.6919,2017.3772
2,2327.51,1586.7568
3,1913.496,1891.2721
4,1939.994,1893.0415
5,1603.9999,1712.9777
6,1689.8619,1722.7909
7,2080.272,1866.9249
8,1633.2699,1874.4928
9,1788.7019,1823.2211
10,2102.948,1878.3307
11,1975.988,1965.7966
12,1589.278,1753.2593
13,2182.5999,1791.127
14,1781.792,2063.558
15,1564.068,1905.6917
16,2766.554,1846.6904
17,3317.8198,2226.9082
18,3154.1938,2252.1003
19,1699.8658,2159.1165
20,1738.028,1863.9879
21,1739.434,1929.1577
22,1237.356,1839.9491
23,1910.5359,1642.4463
24,2200.77,1937.6125
25,2843.6638,1937.9791
26,1674.4719,2067.8262
27,1425.0299,1820.4313
28,2721.7341,1716.8064
29,1573.698,2022.5624
30,2059.0378,1714.7042
31,3312.852,1939.2833
32,1827.752,2273.251
33,1603.3,2099.8867
34,1868.3899,1872.3169
35,2460.924,2019.8135
36,1649.088,2162.3823
37,2048.396,1823.9688
38,3131.536,2065.4187
39,2182.866,2419.4788
40,1706.638,2156.628
41,1943.822,2036.2113
42,2639.39,2073.6155
43,1968.6599,2179.254
44,1690.022,1913.9137
45,2335.33,2034.499
46,1586.0319,2288.7349
47,1318.994,1817.9489
48,793.50604,1760.8381
49,826.45,1329.8827
50,737.268,1251.7369
51,1880.736,1147.9208
52,1316.184,1902.7078
53,2238.478,1798.3303
54,2733.656,1972.1078
55,1783.1439,2125.6768
56,1169.844,2156.498
57,1156.852,1721.139
58,2028.918,1661.3351
59,1630.75,2137.271
60,2472.5542,1898.7975
61,1477.442,1913.4897
62,1848.952,2050.6538
63,1842.13,2213.3684
64,1441.8119,2115.238
65,1783.474,1987.5673
66,1696.4661,2178.595
67,2357.166,2158.9912
68,1685.5559,2280.8015
69,1836.2098,2110.8796
70,2405.904,2238.241
71,1887.26,2211.984
72,1445.5199,2111.707
73,2149.0278,1994.5078
74,1942.0619,2380.34
75,1338.042,2104.7231
76,1931.91,1847.2048
77,1450.6799,2156.908
78,1191.532,1910.3969
79,1463.9059,1841.4207
80,1930.022,1916.2639
81,1689.1699,2164.8984
82,1296.4501,2119.2854
83,1661.712,1739.635
84,1838.7739,2032.2081
85,1211.0039,2108.6763
86,1713.9259,1810.1322
87,2260.976,2011.8394
88,2216.65,2332.513
89,1477.452,2250.5925
90,1823.4819,1884.895
