2025-07-11 14:22:29,031 - INFO - Train: [1/200][1/2]	eta 0:01:20	loss 0.3124	
2025-07-11 14:22:29,037 - INFO - Train: [1/200][2/2]	eta 0:00:41	loss 0.2452	
2025-07-11 14:22:29,050 - INFO - Train: [2/200][1/2]	eta 0:00:29	loss 0.2261	
2025-07-11 14:22:29,053 - INFO - Train: [2/200][2/2]	eta 0:00:22	loss 0.3625	
2025-07-11 14:22:29,062 - INFO - Train: [3/200][1/2]	eta 0:00:18	loss 0.1545	
2025-07-11 14:22:29,066 - INFO - Train: [3/200][2/2]	eta 0:00:15	loss 0.4078	
2025-07-11 14:22:29,075 - INFO - Train: [4/200][1/2]	eta 0:00:13	loss 0.1089	
2025-07-11 14:22:29,079 - INFO - Train: [4/200][2/2]	eta 0:00:12	loss 0.0148	
2025-07-11 14:22:29,088 - INFO - Train: [5/200][1/2]	eta 0:00:11	loss 0.0612	
2025-07-11 14:22:29,092 - INFO - Train: [5/200][2/2]	eta 0:00:10	loss 0.1121	
2025-07-11 14:22:29,102 - INFO - Train: [6/200][1/2]	eta 0:00:09	loss 0.0442	
2025-07-11 14:22:29,107 - INFO - Train: [6/200][2/2]	eta 0:00:08	loss 0.0454	
2025-07-11 14:22:29,114 - INFO - Train: [7/200][1/2]	eta 0:00:08	loss 0.0555	
2025-07-11 14:22:29,119 - INFO - Train: [7/200][2/2]	eta 0:00:07	loss 0.0142	
2025-07-11 14:22:29,127 - INFO - Train: [8/200][1/2]	eta 0:00:07	loss 0.0767	
2025-07-11 14:22:29,132 - INFO - Train: [8/200][2/2]	eta 0:00:07	loss 0.0484	
2025-07-11 14:22:29,140 - INFO - Train: [9/200][1/2]	eta 0:00:06	loss 0.0703	
2025-07-11 14:22:29,146 - INFO - Train: [9/200][2/2]	eta 0:00:06	loss 0.1664	
2025-07-11 14:22:29,154 - INFO - Train: [10/200][1/2]	eta 0:00:06	loss 0.0535	
2025-07-11 14:22:29,159 - INFO - Train: [10/200][2/2]	eta 0:00:06	loss 0.0086	
2025-07-11 14:22:29,168 - INFO - Train: [11/200][1/2]	eta 0:00:06	loss 0.0414	
2025-07-11 14:22:29,173 - INFO - Train: [11/200][2/2]	eta 0:00:05	loss 0.0338	
2025-07-11 14:22:29,187 - INFO - Train: [12/200][1/2]	eta 0:00:05	loss 0.0410	
2025-07-11 14:22:29,192 - INFO - Train: [12/200][2/2]	eta 0:00:05	loss 0.0059	
2025-07-11 14:22:29,201 - INFO - Train: [13/200][1/2]	eta 0:00:05	loss 0.0429	
2025-07-11 14:22:29,207 - INFO - Train: [13/200][2/2]	eta 0:00:05	loss 0.0126	
2025-07-11 14:22:29,216 - INFO - Train: [14/200][1/2]	eta 0:00:05	loss 0.0456	
2025-07-11 14:22:29,222 - INFO - Train: [14/200][2/2]	eta 0:00:05	loss 0.0229	
2025-07-11 14:22:29,231 - INFO - Train: [15/200][1/2]	eta 0:00:05	loss 0.0478	
2025-07-11 14:22:29,238 - INFO - Train: [15/200][2/2]	eta 0:00:05	loss 0.0226	
2025-07-11 14:22:29,248 - INFO - Train: [16/200][1/2]	eta 0:00:04	loss 0.0439	
2025-07-11 14:22:29,255 - INFO - Train: [16/200][2/2]	eta 0:00:04	loss 0.1919	
2025-07-11 14:22:29,265 - INFO - Train: [17/200][1/2]	eta 0:00:04	loss 0.0473	
2025-07-11 14:22:29,271 - INFO - Train: [17/200][2/2]	eta 0:00:04	loss 0.0467	
2025-07-11 14:22:29,282 - INFO - Train: [18/200][1/2]	eta 0:00:04	loss 0.0446	
2025-07-11 14:22:29,289 - INFO - Train: [18/200][2/2]	eta 0:00:04	loss 0.0166	
2025-07-11 14:22:29,307 - INFO - Train: [19/200][1/2]	eta 0:00:04	loss 0.0392	
2025-07-11 14:22:29,313 - INFO - Train: [19/200][2/2]	eta 0:00:04	loss 0.0781	
2025-07-11 14:22:29,330 - INFO - Train: [20/200][1/2]	eta 0:00:04	loss 0.0373	
2025-07-11 14:22:29,336 - INFO - Train: [20/200][2/2]	eta 0:00:04	loss 0.0760	
2025-07-11 14:22:29,353 - INFO - Train: [21/200][1/2]	eta 0:00:04	loss 0.0372	
2025-07-11 14:22:29,359 - INFO - Train: [21/200][2/2]	eta 0:00:04	loss 0.0510	
2025-07-11 14:22:29,375 - INFO - Train: [22/200][1/2]	eta 0:00:04	loss 0.0377	
2025-07-11 14:22:29,381 - INFO - Train: [22/200][2/2]	eta 0:00:04	loss 0.0175	
2025-07-11 14:22:29,391 - INFO - Train: [23/200][1/2]	eta 0:00:04	loss 0.0362	
2025-07-11 14:22:29,398 - INFO - Train: [23/200][2/2]	eta 0:00:04	loss 0.0425	
2025-07-11 14:22:29,409 - INFO - Train: [24/200][1/2]	eta 0:00:04	loss 0.0373	
2025-07-11 14:22:29,416 - INFO - Train: [24/200][2/2]	eta 0:00:04	loss 0.0058	
2025-07-11 14:22:29,427 - INFO - Train: [25/200][1/2]	eta 0:00:04	loss 0.0350	
2025-07-11 14:22:29,434 - INFO - Train: [25/200][2/2]	eta 0:00:04	loss 0.1113	
2025-07-11 14:22:29,446 - INFO - Train: [26/200][1/2]	eta 0:00:04	loss 0.0383	
2025-07-11 14:22:29,453 - INFO - Train: [26/200][2/2]	eta 0:00:04	loss 0.0120	
2025-07-11 14:22:29,465 - INFO - Train: [27/200][1/2]	eta 0:00:04	loss 0.0369	
2025-07-11 14:22:29,472 - INFO - Train: [27/200][2/2]	eta 0:00:04	loss 0.0305	
2025-07-11 14:22:29,484 - INFO - Train: [28/200][1/2]	eta 0:00:04	loss 0.0343	
2025-07-11 14:22:29,496 - INFO - Train: [28/200][2/2]	eta 0:00:04	loss 0.0929	
2025-07-11 14:22:29,520 - INFO - Train: [29/200][1/2]	eta 0:00:04	loss 0.0332	
2025-07-11 14:22:29,527 - INFO - Train: [29/200][2/2]	eta 0:00:04	loss 0.1208	
2025-07-11 14:22:29,547 - INFO - Train: [30/200][1/2]	eta 0:00:04	loss 0.0370	
2025-07-11 14:22:29,554 - INFO - Train: [30/200][2/2]	eta 0:00:04	loss 0.0069	
2025-07-11 14:22:29,566 - INFO - Train: [31/200][1/2]	eta 0:00:04	loss 0.0342	
2025-07-11 14:22:29,573 - INFO - Train: [31/200][2/2]	eta 0:00:04	loss 0.1533	
2025-07-11 14:22:29,585 - INFO - Train: [32/200][1/2]	eta 0:00:04	loss 0.0387	
2025-07-11 14:22:29,592 - INFO - Train: [32/200][2/2]	eta 0:00:03	loss 0.0246	
2025-07-11 14:22:29,604 - INFO - Train: [33/200][1/2]	eta 0:00:03	loss 0.0385	
2025-07-11 14:22:29,611 - INFO - Train: [33/200][2/2]	eta 0:00:03	loss 0.0106	
2025-07-11 14:22:29,631 - INFO - Train: [34/200][1/2]	eta 0:00:03	loss 0.0380	
2025-07-11 14:22:29,638 - INFO - Train: [34/200][2/2]	eta 0:00:03	loss 0.0010	
2025-07-11 14:22:29,657 - INFO - Train: [35/200][1/2]	eta 0:00:03	loss 0.0372	
2025-07-11 14:22:29,664 - INFO - Train: [35/200][2/2]	eta 0:00:03	loss 0.0017	
2025-07-11 14:22:29,683 - INFO - Train: [36/200][1/2]	eta 0:00:03	loss 0.0354	
2025-07-11 14:22:29,690 - INFO - Train: [36/200][2/2]	eta 0:00:03	loss 0.0460	
2025-07-11 14:22:29,701 - INFO - Train: [37/200][1/2]	eta 0:00:03	loss 0.0363	
2025-07-11 14:22:29,708 - INFO - Train: [37/200][2/2]	eta 0:00:03	loss 0.0159	
2025-07-11 14:22:29,720 - INFO - Train: [38/200][1/2]	eta 0:00:03	loss 0.0370	
2025-07-11 14:22:29,727 - INFO - Train: [38/200][2/2]	eta 0:00:03	loss 0.0105	
2025-07-11 14:22:29,739 - INFO - Train: [39/200][1/2]	eta 0:00:03	loss 0.0381	
2025-07-11 14:22:29,746 - INFO - Train: [39/200][2/2]	eta 0:00:03	loss 0.0157	
2025-07-11 14:22:29,757 - INFO - Train: [40/200][1/2]	eta 0:00:03	loss 0.0374	
2025-07-11 14:22:29,765 - INFO - Train: [40/200][2/2]	eta 0:00:03	loss 0.0514	
2025-07-11 14:22:29,776 - INFO - Train: [41/200][1/2]	eta 0:00:03	loss 0.0379	
2025-07-11 14:22:29,784 - INFO - Train: [41/200][2/2]	eta 0:00:03	loss 0.0105	
2025-07-11 14:22:29,795 - INFO - Train: [42/200][1/2]	eta 0:00:03	loss 0.0359	
2025-07-11 14:22:29,802 - INFO - Train: [42/200][2/2]	eta 0:00:03	loss 0.0403	
2025-07-11 14:22:29,822 - INFO - Train: [43/200][1/2]	eta 0:00:03	loss 0.0355	
2025-07-11 14:22:29,829 - INFO - Train: [43/200][2/2]	eta 0:00:03	loss 0.0370	
2025-07-11 14:22:29,849 - INFO - Train: [44/200][1/2]	eta 0:00:03	loss 0.0360	
2025-07-11 14:22:29,856 - INFO - Train: [44/200][2/2]	eta 0:00:03	loss 0.0253	
2025-07-11 14:22:29,867 - INFO - Train: [45/200][1/2]	eta 0:00:03	loss 0.0381	
2025-07-11 14:22:29,875 - INFO - Train: [45/200][2/2]	eta 0:00:03	loss 0.0063	
2025-07-11 14:22:29,886 - INFO - Train: [46/200][1/2]	eta 0:00:03	loss 0.0389	
2025-07-11 14:22:29,893 - INFO - Train: [46/200][2/2]	eta 0:00:03	loss 0.0443	
2025-07-11 14:22:29,905 - INFO - Train: [47/200][1/2]	eta 0:00:03	loss 0.0399	
2025-07-11 14:22:29,912 - INFO - Train: [47/200][2/2]	eta 0:00:03	loss 0.0151	
2025-07-11 14:22:29,924 - INFO - Train: [48/200][1/2]	eta 0:00:03	loss 0.0386	
2025-07-11 14:22:29,931 - INFO - Train: [48/200][2/2]	eta 0:00:03	loss 0.0228	
2025-07-11 14:22:29,943 - INFO - Train: [49/200][1/2]	eta 0:00:03	loss 0.0367	
2025-07-11 14:22:29,950 - INFO - Train: [49/200][2/2]	eta 0:00:03	loss 0.0419	
2025-07-11 14:22:29,970 - INFO - Train: [50/200][1/2]	eta 0:00:03	loss 0.0365	
2025-07-11 14:22:29,977 - INFO - Train: [50/200][2/2]	eta 0:00:03	loss 0.0135	
2025-07-11 14:22:29,996 - INFO - Train: [51/200][1/2]	eta 0:00:03	loss 0.0315	
2025-07-11 14:22:30,003 - INFO - Train: [51/200][2/2]	eta 0:00:03	loss 0.1591	
2025-07-11 14:22:30,014 - INFO - Train: [52/200][1/2]	eta 0:00:03	loss 0.0359	
2025-07-11 14:22:30,021 - INFO - Train: [52/200][2/2]	eta 0:00:03	loss 0.0221	
2025-07-11 14:22:30,033 - INFO - Train: [53/200][1/2]	eta 0:00:03	loss 0.0365	
2025-07-11 14:22:30,040 - INFO - Train: [53/200][2/2]	eta 0:00:03	loss 0.0069	
2025-07-11 14:22:30,052 - INFO - Train: [54/200][1/2]	eta 0:00:03	loss 0.0354	
2025-07-11 14:22:30,060 - INFO - Train: [54/200][2/2]	eta 0:00:03	loss 0.0411	
2025-07-11 14:22:30,071 - INFO - Train: [55/200][1/2]	eta 0:00:03	loss 0.0358	
2025-07-11 14:22:30,079 - INFO - Train: [55/200][2/2]	eta 0:00:03	loss 0.0164	
2025-07-11 14:22:30,098 - INFO - Train: [56/200][1/2]	eta 0:00:03	loss 0.0327	
2025-07-11 14:22:30,105 - INFO - Train: [56/200][2/2]	eta 0:00:03	loss 0.1203	
2025-07-11 14:22:30,125 - INFO - Train: [57/200][1/2]	eta 0:00:03	loss 0.0354	
2025-07-11 14:22:30,132 - INFO - Train: [57/200][2/2]	eta 0:00:03	loss 0.0327	
2025-07-11 14:22:30,143 - INFO - Train: [58/200][1/2]	eta 0:00:03	loss 0.0361	
2025-07-11 14:22:30,150 - INFO - Train: [58/200][2/2]	eta 0:00:03	loss 0.0044	
2025-07-11 14:22:30,162 - INFO - Train: [59/200][1/2]	eta 0:00:03	loss 0.0364	
2025-07-11 14:22:30,170 - INFO - Train: [59/200][2/2]	eta 0:00:03	loss 0.0044	
2025-07-11 14:22:30,182 - INFO - Train: [60/200][1/2]	eta 0:00:03	loss 0.0335	
2025-07-11 14:22:30,189 - INFO - Train: [60/200][2/2]	eta 0:00:03	loss 0.1100	
