Day,Actual,Predicted
1,1406.6919,1676.2423
2,2327.51,1605.8368
3,1913.496,1815.1447
4,1939.994,1894.8619
5,1603.9999,1831.153
6,1689.8619,1790.4296
7,2080.272,1802.6971
8,1633.2699,1879.9465
9,1788.7019,1850.0847
10,2102.948,1846.0688
11,1975.988,1922.8673
12,1589.278,1900.055
13,2182.5999,1841.4874
14,1781.792,1968.0269
15,1564.068,1935.9037
16,2766.554,1869.388
17,3317.8198,2109.738
18,3154.1938,2325.6294
19,1699.8658,2457.3315
20,1738.028,2221.1548
21,1739.434,2123.613
22,1237.356,2028.8456
23,1910.5359,1852.5253
24,2200.77,1907.1439
25,2843.6638,1967.7653
26,1674.4719,2115.5676
27,1425.0299,1988.78
28,2721.7341,1860.215
29,1573.698,2050.6567
30,2059.0378,1925.9005
31,3312.852,1995.283
32,1827.752,2326.1802
33,1603.3,2110.8806
34,1868.3899,1962.4376
35,2460.924,1944.6588
36,1649.088,2034.1726
37,2048.396,1941.8895
38,3131.536,1958.546
39,2182.866,2256.0698
40,1706.638,2227.7686
41,1943.822,2053.2698
42,2639.39,2013.6978
43,1968.6599,2102.4688
44,1690.022,2069.6326
45,2335.33,1967.2009
46,1586.0319,2077.7305
47,1318.994,1916.7635
48,793.50604,1754.4386
49,826.45,1522.6713
50,737.268,1377.6359
51,1880.736,1234.2631
52,1316.184,1410.7062
53,2238.478,1373.0338
54,2733.656,1525.6333
55,1783.1439,1758.1355
56,1169.844,1773.228
57,1156.852,1642.1588
58,2028.918,1535.4987
59,1630.75,1702.0743
60,2472.5542,1650.8584
61,1477.442,1860.2991
62,1848.952,1698.8336
63,1842.13,1739.2485
64,1441.8119,1735.7621
65,1783.474,1657.829
66,1696.4661,1713.0437
67,2357.166,1734.5809
68,1685.5559,1905.882
69,1836.2098,1823.6162
70,2405.904,1811.42
71,1887.26,1918.0923
72,1445.5199,1908.6611
73,2149.0278,1820.0343
74,1942.0619,1953.9692
75,1338.042,1910.5656
76,1931.91,1756.2184
77,1450.6799,1806.6617
78,1191.532,1730.7137
79,1463.9059,1615.341
80,1930.022,1611.479
81,1689.1699,1723.5696
82,1296.4501,1671.9774
83,1661.712,1566.5542
84,1838.7739,1613.8411
85,1211.0039,1673.6401
86,1713.9259,1556.9825
87,2260.976,1612.9707
88,2216.65,1792.4172
89,1477.452,1809.6945
90,1823.4819,1724.6484
