Day,Actual,Predicted
1,1406.6919,2210.7612
2,2327.51,2058.1667
3,1913.496,2307.6604
4,1939.994,2307.0518
5,1603.9999,2195.3423
6,1689.8619,2182.5093
7,2080.272,2222.0623
8,1633.2699,2323.0652
9,1788.7019,2262.1487
10,2102.948,2276.2268
11,1975.988,2373.2307
12,1589.278,2348.2725
13,2182.5999,2269.9895
14,1781.792,2419.3208
15,1564.068,2344.811
16,2766.554,2324.3518
17,3317.8198,2571.8682
18,3154.1938,2610.0842
19,1699.8658,2622.6375
20,1738.028,2366.8354
21,1739.434,2384.9087
22,1237.356,2383.075
23,1910.5359,2297.2776
24,2200.77,2457.3655
25,2843.6638,2519.7493
26,1674.4719,2607.2097
27,1425.0299,2413.8115
28,2721.7341,2361.58
29,1573.698,2610.0432
30,2059.0378,2406.013
31,3312.852,2517.9285
32,1827.752,2753.1362
33,1603.3,2382.52
34,1868.3899,2343.4263
35,2460.924,2405.0176
36,1649.088,2499.9304
37,2048.396,2353.9438
38,3131.536,2415.7363
39,2182.866,2667.2961
40,1706.638,2506.2842
41,1943.822,2320.4714
42,2639.39,2382.8413
43,1968.6599,2497.2986
44,1690.022,2406.2825
45,2335.33,2317.8223
46,1586.0319,2487.105
47,1318.994,2268.339
48,793.50604,2179.104
49,826.45,2038.7234
50,737.268,2054.2192
51,1880.736,2013.2189
52,1316.184,2317.2607
53,2238.478,2147.7744
54,2733.656,2374.1653
55,1783.1439,2450.65
56,1169.844,2280.015
57,1156.852,2121.7334
58,2028.918,2084.7283
59,1630.75,2313.2031
60,2472.5542,2185.5396
61,1477.442,2542.6335
62,1848.952,2221.737
63,1842.13,2332.9878
64,1441.8119,2317.205
65,1783.474,2205.8792
66,1696.4661,2312.8408
67,2357.166,2283.9346
68,1685.5559,2483.7424
69,1836.2098,2281.2327
70,2405.904,2290.3755
71,1887.26,2434.2793
72,1445.5199,2319.6191
73,2149.0278,2231.2217
74,1942.0619,2421.2776
75,1338.042,2339.925
76,1931.91,2171.7449
77,1450.6799,2313.1042
78,1191.532,2234.6116
79,1463.9059,2150.5725
80,1930.022,2233.7478
81,1689.1699,2374.4587
82,1296.4501,2272.0388
83,1661.712,2156.4033
84,1838.7739,2266.9219
85,1211.0039,2307.8665
86,1713.9259,2141.547
87,2260.976,2263.4414
88,2216.65,2412.523
89,1477.452,2351.1216
90,1823.4819,2207.9119
