Day,Actual,Predicted
1,1406.692,1697.4147
2,2327.51,1631.4717
3,1913.4958,1832.5386
4,1939.994,1771.482
5,1604.0,1820.8447
6,1689.862,1842.6646
7,2080.272,1915.9391
8,1633.2699,1917.2424
9,1788.702,1868.2888
10,2102.948,1903.7224
11,1975.9879,1916.3446
12,1589.2781,1873.4729
13,2182.5999,1894.2312
14,1781.792,1935.4784
15,1564.068,1894.3269
16,2766.554,1889.7588
17,3317.82,1953.8545
18,3154.194,1938.646
19,1699.8661,1900.1484
20,1738.028,1875.7048
21,1739.434,1949.6571
22,1237.3561,1926.1035
23,1910.536,1906.3068
24,2200.77,1954.3479
25,2843.6638,1926.2439
26,1674.472,1936.7516
27,1425.03,1895.4485
28,2721.734,1923.9043
29,1573.698,1963.6915
30,2059.0378,1906.5502
31,3312.852,1953.0702
32,1827.752,1940.9724
33,1603.2999,1863.6665
34,1868.39,1761.9701
35,2460.924,1815.0674
36,1649.088,1831.1367
37,2048.396,1765.8159
38,3131.536,1818.0865
39,2182.866,1868.1278
40,1706.638,1805.3093
41,1943.822,1762.0833
42,2639.39,1812.6113
43,1968.6599,1843.8982
44,1690.0221,1846.0839
45,2335.3298,1791.6115
46,1586.032,1896.8657
47,1318.994,1730.5802
48,793.506,1683.3712
49,826.45,1488.3428
50,737.268,1421.9775
51,1880.736,1319.246
52,1316.184,1717.6582
53,2238.478,1474.5942
54,2733.656,1669.4376
55,1783.144,1840.0956
56,1169.844,1774.0978
57,1156.852,1655.5315
58,2028.9178,1629.2432
59,1630.75,1919.2659
60,2472.554,1722.2528
61,1477.442,1805.0592
62,1848.9519,1779.5671
63,1842.1301,1818.5593
64,1441.8119,1697.3977
65,1783.474,1683.86
66,1696.4661,1720.1304
67,2357.166,1693.5034
68,1685.556,1682.0747
69,1836.21,1661.4614
70,2405.904,1686.5747
71,1887.26,1672.2831
72,1445.52,1699.974
73,2149.028,1650.6382
74,1942.062,1751.4877
75,1338.042,1642.7853
76,1931.9099,1650.5524
77,1450.6799,1744.0868
78,1191.532,1649.5029
79,1463.906,1632.5519
80,1930.0221,1675.8215
81,1689.1699,1683.7072
82,1296.4501,1627.7432
83,1661.712,1619.1443
84,1838.774,1678.0204
85,1211.004,1659.1426
86,1713.926,1600.2557
87,2260.976,1699.28
88,2216.65,1727.6896
89,1477.452,1657.744
90,1823.482,1624.5364
