2025-07-10 20:55:19,653 - INFO - Train: [1/10][1/45]	eta 0:02:12	loss 0.5798	
2025-07-10 20:55:19,659 - INFO - Train: [1/10][2/45]	eta 0:01:07	loss 0.4465	
2025-07-10 20:55:19,664 - INFO - Train: [1/10][3/45]	eta 0:00:45	loss 0.2448	
2025-07-10 20:55:19,669 - INFO - Train: [1/10][4/45]	eta 0:00:34	loss 0.2707	
2025-07-10 20:55:19,673 - INFO - Train: [1/10][5/45]	eta 0:00:28	loss 0.2545	
2025-07-10 20:55:19,678 - INFO - Train: [1/10][6/45]	eta 0:00:23	loss 0.2327	
2025-07-10 20:55:19,683 - INFO - Train: [1/10][7/45]	eta 0:00:20	loss 0.5222	
2025-07-10 20:55:19,689 - INFO - Train: [1/10][8/45]	eta 0:00:18	loss 0.3175	
2025-07-10 20:55:19,695 - INFO - Train: [1/10][9/45]	eta 0:00:16	loss 0.1773	
2025-07-10 20:55:19,701 - INFO - Train: [1/10][10/45]	eta 0:00:15	loss 0.1462	
2025-07-10 20:55:19,707 - INFO - Train: [1/10][11/45]	eta 0:00:13	loss 0.3303	
2025-07-10 20:55:19,714 - INFO - Train: [1/10][12/45]	eta 0:00:13	loss 0.3357	
2025-07-10 20:55:19,720 - INFO - Train: [1/10][13/45]	eta 0:00:12	loss 0.4238	
2025-07-10 20:55:19,727 - INFO - Train: [1/10][14/45]	eta 0:00:11	loss 0.4236	
2025-07-10 20:55:19,734 - INFO - Train: [1/10][15/45]	eta 0:00:10	loss 0.4368	
2025-07-10 20:55:19,741 - INFO - Train: [1/10][16/45]	eta 0:00:10	loss 0.3243	
2025-07-10 20:55:19,749 - INFO - Train: [1/10][17/45]	eta 0:00:09	loss 0.2154	
2025-07-10 20:55:19,757 - INFO - Train: [1/10][18/45]	eta 0:00:09	loss 0.2001	
2025-07-10 20:55:19,765 - INFO - Train: [1/10][19/45]	eta 0:00:09	loss 0.2070	
2025-07-10 20:55:19,773 - INFO - Train: [1/10][20/45]	eta 0:00:08	loss 0.2878	
2025-07-10 20:55:19,781 - INFO - Train: [1/10][21/45]	eta 0:00:08	loss 0.2571	
2025-07-10 20:55:19,790 - INFO - Train: [1/10][22/45]	eta 0:00:08	loss 0.1171	
2025-07-10 20:55:19,798 - INFO - Train: [1/10][23/45]	eta 0:00:08	loss 0.1804	
2025-07-10 20:55:19,806 - INFO - Train: [1/10][24/45]	eta 0:00:07	loss 0.3579	
2025-07-10 20:55:19,815 - INFO - Train: [1/10][25/45]	eta 0:00:07	loss 0.2888	
2025-07-10 20:55:19,824 - INFO - Train: [1/10][26/45]	eta 0:00:07	loss 0.1922	
2025-07-10 20:55:19,836 - INFO - Train: [1/10][27/45]	eta 0:00:07	loss 0.1858	
2025-07-10 20:55:19,845 - INFO - Train: [1/10][28/45]	eta 0:00:07	loss 0.1614	
2025-07-10 20:55:19,854 - INFO - Train: [1/10][29/45]	eta 0:00:07	loss 0.1346	
2025-07-10 20:55:19,864 - INFO - Train: [1/10][30/45]	eta 0:00:07	loss 0.1486	
2025-07-10 20:55:19,874 - INFO - Train: [1/10][31/45]	eta 0:00:06	loss 0.2032	
2025-07-10 20:55:19,883 - INFO - Train: [1/10][32/45]	eta 0:00:06	loss 0.0855	
2025-07-10 20:55:19,893 - INFO - Train: [1/10][33/45]	eta 0:00:06	loss 0.2580	
2025-07-10 20:55:19,903 - INFO - Train: [1/10][34/45]	eta 0:00:06	loss 0.3397	
2025-07-10 20:55:19,914 - INFO - Train: [1/10][35/45]	eta 0:00:06	loss 0.3466	
2025-07-10 20:55:19,924 - INFO - Train: [1/10][36/45]	eta 0:00:06	loss 0.2160	
2025-07-10 20:55:19,934 - INFO - Train: [1/10][37/45]	eta 0:00:06	loss 0.3166	
2025-07-10 20:55:19,945 - INFO - Train: [1/10][38/45]	eta 0:00:06	loss 0.2971	
2025-07-10 20:55:19,956 - INFO - Train: [1/10][39/45]	eta 0:00:06	loss 0.1470	
2025-07-10 20:55:19,966 - INFO - Train: [1/10][40/45]	eta 0:00:06	loss 0.1994	
2025-07-10 20:55:19,976 - INFO - Train: [1/10][41/45]	eta 0:00:06	loss 0.1970	
2025-07-10 20:55:19,987 - INFO - Train: [1/10][42/45]	eta 0:00:06	loss 0.2949	
2025-07-10 20:55:19,998 - INFO - Train: [1/10][43/45]	eta 0:00:06	loss 0.1067	
2025-07-10 20:55:20,009 - INFO - Train: [1/10][44/45]	eta 0:00:06	loss 0.1449	
2025-07-10 20:55:20,021 - INFO - Train: [1/10][45/45]	eta 0:00:05	loss 0.1665	
2025-07-10 20:55:20,033 - INFO - Train: [2/10][1/45]	eta 0:00:05	loss 0.0669	
2025-07-10 20:55:20,044 - INFO - Train: [2/10][2/45]	eta 0:00:05	loss 0.2385	
2025-07-10 20:55:20,055 - INFO - Train: [2/10][3/45]	eta 0:00:05	loss 0.1656	
2025-07-10 20:55:20,065 - INFO - Train: [2/10][4/45]	eta 0:00:05	loss 0.2572	
2025-07-10 20:55:20,075 - INFO - Train: [2/10][5/45]	eta 0:00:05	loss 0.1230	
2025-07-10 20:55:20,086 - INFO - Train: [2/10][6/45]	eta 0:00:05	loss 0.1156	
2025-07-10 20:55:20,096 - INFO - Train: [2/10][7/45]	eta 0:00:05	loss 0.1450	
2025-07-10 20:55:20,109 - INFO - Train: [2/10][8/45]	eta 0:00:05	loss 0.1468	
2025-07-10 20:55:20,121 - INFO - Train: [2/10][9/45]	eta 0:00:05	loss 0.2478	
2025-07-10 20:55:20,133 - INFO - Train: [2/10][10/45]	eta 0:00:05	loss 0.1265	
2025-07-10 20:55:20,143 - INFO - Train: [2/10][11/45]	eta 0:00:05	loss 0.1387	
2025-07-10 20:55:20,154 - INFO - Train: [2/10][12/45]	eta 0:00:05	loss 0.0754	
2025-07-10 20:55:20,165 - INFO - Train: [2/10][13/45]	eta 0:00:05	loss 0.2314	
2025-07-10 20:55:20,176 - INFO - Train: [2/10][14/45]	eta 0:00:05	loss 0.1705	
2025-07-10 20:55:20,187 - INFO - Train: [2/10][15/45]	eta 0:00:05	loss 0.1625	
2025-07-10 20:55:20,198 - INFO - Train: [2/10][16/45]	eta 0:00:05	loss 0.1806	
2025-07-10 20:55:20,209 - INFO - Train: [2/10][17/45]	eta 0:00:05	loss 0.0711	
2025-07-10 20:55:20,220 - INFO - Train: [2/10][18/45]	eta 0:00:05	loss 0.1776	
2025-07-10 20:55:20,231 - INFO - Train: [2/10][19/45]	eta 0:00:05	loss 0.0770	
2025-07-10 20:55:20,242 - INFO - Train: [2/10][20/45]	eta 0:00:05	loss 0.1860	
2025-07-10 20:55:20,253 - INFO - Train: [2/10][21/45]	eta 0:00:05	loss 0.1767	
2025-07-10 20:55:20,264 - INFO - Train: [2/10][22/45]	eta 0:00:05	loss 0.1943	
2025-07-10 20:55:20,275 - INFO - Train: [2/10][23/45]	eta 0:00:05	loss 0.1291	
2025-07-10 20:55:20,286 - INFO - Train: [2/10][24/45]	eta 0:00:05	loss 0.1769	
2025-07-10 20:55:20,297 - INFO - Train: [2/10][25/45]	eta 0:00:05	loss 0.1002	
2025-07-10 20:55:20,308 - INFO - Train: [2/10][26/45]	eta 0:00:05	loss 0.2090	
2025-07-10 20:55:20,318 - INFO - Train: [2/10][27/45]	eta 0:00:05	loss 0.1418	
