Day,Actual,Predicted
1,1406.692,1605.7327
2,2327.51,1639.2322
3,1913.4958,1994.7007
4,1939.994,1838.1041
5,1604.0,1818.4991
6,1689.862,1857.353
7,2080.272,1932.2806
8,1633.2699,2006.7693
9,1788.702,1892.4644
10,2102.948,1893.504
11,1975.9879,2020.8663
12,1589.2781,1930.7056
13,2182.5999,1886.786
14,1781.792,2047.441
15,1564.068,1916.2072
16,2766.554,1903.4259
17,3317.82,2146.1123
18,3154.194,2138.1614
19,1699.8661,2145.34
20,1738.028,1890.8862
21,1739.434,2043.1245
22,1237.3561,2050.49
23,1910.536,1953.0056
24,2200.77,2065.6924
25,2843.6638,2031.0504
26,1674.472,2085.5862
27,1425.03,1855.047
28,2721.734,1875.7681
29,1573.698,2203.958
30,2059.0378,1908.0132
31,3312.852,2040.8732
32,1827.752,2269.8076
33,1603.2999,1690.7313
34,1868.39,1616.0364
35,2460.924,1644.3611
36,1649.088,1728.6246
37,2048.396,1502.6271
38,3131.536,1509.3163
39,2182.866,1700.3082
40,1706.638,1437.6238
41,1943.822,1352.2742
42,2639.39,1457.4426
43,1968.6599,1708.7546
44,1690.0221,1539.9818
45,2335.3298,1449.8462
46,1586.032,1615.7618
47,1318.994,1365.4755
48,793.506,1353.1947
49,826.45,1278.0071
50,737.268,1273.9253
51,1880.736,1199.5756
52,1316.184,1370.2678
53,2238.478,1207.8876
54,2733.656,1432.2997
55,1783.144,1503.8302
56,1169.844,1415.4684
57,1156.852,1324.9479
58,2028.9178,1351.2306
59,1630.75,1551.8116
60,2472.554,1474.56
61,1477.442,1468.9546
62,1848.9519,1232.9553
63,1842.1301,1430.8346
64,1441.8119,1509.7499
65,1783.474,1501.6511
66,1696.4661,1611.6233
67,2357.166,1615.0928
68,1685.556,1735.9155
69,1836.21,1518.9576
70,2405.904,1574.9014
71,1887.26,1749.7114
72,1445.52,1651.3566
73,2149.028,1584.5298
74,1942.062,1748.579
75,1338.042,1661.654
76,1931.9099,1536.2334
77,1450.6799,1740.075
78,1191.532,1583.4965
79,1463.906,1521.4341
80,1930.0221,1575.5776
81,1689.1699,1617.2086
82,1296.4501,1534.799
83,1661.712,1452.5264
84,1838.774,1549.8948
85,1211.004,1611.5714
86,1713.926,1469.272
87,2260.976,1588.5927
88,2216.65,1683.0615
89,1477.452,1599.0602
90,1823.482,1518.8608
