Day,Actual,Predicted
1,1406.6919,2007.9713
2,2327.51,1840.2113
3,1913.496,2103.516
4,1939.994,2076.3674
5,1603.9999,2073.1191
6,1689.8619,1920.3208
7,2080.272,2095.7761
8,1633.2699,2148.255
9,1788.7019,2047.31
10,2102.948,2118.846
11,1975.988,2219.2751
12,1589.278,2065.1038
13,2182.5999,2032.1862
14,1781.792,2271.79
15,1564.068,2175.5444
16,2766.554,2121.2922
17,3317.8198,2372.6272
18,3154.1938,2424.1064
19,1699.8658,2409.4421
20,1738.028,2145.6958
21,1739.434,2214.8894
22,1237.356,2161.619
23,1910.5359,1994.968
24,2200.77,2206.4958
25,2843.6638,2283.399
26,1674.4719,2309.2988
27,1425.0299,2140.8066
28,2721.7341,2084.017
29,1573.698,2333.6465
30,2059.0378,2073.228
31,3312.852,2256.3396
32,1827.752,2500.4062
33,1603.3,2082.6172
34,1868.3899,2112.3647
35,2460.924,2216.7725
36,1649.088,2323.7412
37,2048.396,1964.7124
38,3131.536,2205.0098
39,2182.866,2480.0056
40,1706.638,2257.0063
41,1943.822,2161.5254
42,2639.39,2182.5632
43,1968.6599,2345.9146
44,1690.022,1989.0343
45,2335.33,2102.6475
46,1586.0319,2327.1724
47,1318.994,1948.8422
48,793.50604,1859.0479
49,826.45,1560.4534
50,737.268,1494.2625
51,1880.736,1439.0353
52,1316.184,1992.9347
53,2238.478,1929.1478
54,2733.656,2151.658
55,1783.1439,2111.8137
56,1169.844,2115.891
57,1156.852,1815.1372
58,2028.918,1744.393
59,1630.75,2167.5479
60,2472.5542,2063.3223
61,1477.442,2064.7437
62,1848.952,1965.6769
63,1842.13,2076.4893
64,1441.8119,2045.9174
65,1783.474,1857.4313
66,1696.4661,2035.2035
67,2357.166,2103.5083
68,1685.5559,2197.473
69,1836.2098,1998.2928
70,2405.904,2075.3887
71,1887.26,2207.443
72,1445.5199,2001.7031
73,2149.0278,1963.8708
74,1942.0619,2223.0198
75,1338.042,2107.7017
76,1931.91,1797.8734
77,1450.6799,2127.33
78,1191.532,1873.8181
79,1463.9059,1826.6328
80,1930.022,1894.2504
81,1689.1699,2106.958
82,1296.4501,2035.5338
83,1661.712,1730.5549
