Day,Actual,Predicted
1,1406.6919,1943.1265
2,2327.51,1652.3505
3,1913.496,1688.6309
4,1939.994,1710.6432
5,1603.9999,1602.6296
6,1689.8619,1511.923
7,2080.272,1727.5588
8,1633.2699,1746.3403
9,1788.7019,1622.7595
10,2102.948,1731.2711
11,1975.988,1814.6731
12,1589.278,1613.3555
13,2182.5999,1595.7837
14,1781.792,1918.6234
15,1564.068,1808.3527
16,2766.554,1732.7146
17,3317.8198,2034.4443
18,3154.1938,2112.6099
19,1699.8658,2017.8599
20,1738.028,1727.8182
21,1739.434,1846.5878
22,1237.356,1776.5026
23,1910.5359,1582.7852
24,2200.77,1834.262
25,2843.6638,1844.1152
26,1674.4719,1903.5353
27,1425.0299,1732.1304
28,2721.7341,1671.6387
29,1573.698,1966.4232
30,2059.0378,1673.9663
31,3312.852,1894.1085
32,1827.752,2116.4966
33,1603.3,1627.0105
34,1868.3899,1969.5631
35,2460.924,2077.8267
36,1649.088,2125.019
37,2048.396,1925.5793
38,3131.536,2106.1948
39,2182.866,2331.416
40,1706.638,2116.466
41,1943.822,2003.4562
42,2639.39,2106.9807
43,1968.6599,2034.7194
44,1690.022,2059.3606
45,2335.33,2075.0522
46,1586.0319,2255.3486
47,1318.994,1855.4187
48,793.50604,1839.8069
49,826.45,1567.7611
50,737.268,1515.0187
51,1880.736,1424.8541
52,1316.184,1904.881
53,2238.478,1855.9779
54,2733.656,1855.9563
55,1783.1439,2094.32
56,1169.844,2137.0122
57,1156.852,1868.9398
58,2028.918,1803.8746
59,1630.75,2167.363
60,2472.5542,1959.9268
61,1477.442,2100.945
62,1848.952,1893.5988
63,1842.13,2175.4907
64,1441.8119,2072.3945
65,1783.474,1986.9297
66,1696.4661,2174.895
67,2357.166,2156.2043
68,1685.5559,2223.8745
69,1836.2098,2016.7395
70,2405.904,2174.7786
71,1887.26,2172.4368
72,1445.5199,2059.3467
73,2149.0278,2031.4957
74,1942.0619,2328.8606
75,1338.042,2054.868
76,1931.91,1905.3877
77,1450.6799,2130.1658
78,1191.532,2029.6067
79,1463.9059,1923.2437
80,1930.022,1996.2877
81,1689.1699,2166.1016
82,1296.4501,2055.8591
83,1661.712,1827.0308
84,1838.7739,2067.3616
85,1211.0039,2084.4595
86,1713.9259,1874.237
87,2260.976,2047.0035
88,2216.65,2272.8503
89,1477.452,2150.5513
90,1823.4819,1924.0161
91,1641.14,2134.174
92,1644.3339,1837.5697
93,1363.26,1938.3585
94,2191.232,1832.4684
95,1375.7161,2121.486
96,1452.6339,1754.499
97,1440.0919,1828.6404
98,1534.6,1807.44
99,1890.4719,1773.1289
100,1842.1139,1943.7683
101,2462.446,2030.8359
102,2141.012,2149.3809
103,1599.924,2015.985
104,1501.538,1705.0704
105,1216.062,1591.439
106,1564.524,1557.9163
107,2042.8099,1801.151
108,1512.266,1883.9011
109,1286.4679,1662.1904
110,1486.5099,1609.863
111,1894.598,1706.502
112,1496.198,1786.9541
113,1141.4601,1821.1184
114,1194.0481,1565.0452
115,2022.2839,1563.8134
116,1781.626,1862.8387
117,1351.6279,1718.262
118,1706.386,1585.1614
119,1664.6799,1764.599
120,1834.7618,1722.3844
121,1512.802,1809.3224
122,1393.9099,1774.5991
123,1608.8779,1698.5332
124,1667.882,1670.2001
125,1731.474,1738.7759
126,1349.902,1755.564
127,1012.648,1556.5312
128,1857.156,1491.7899
129,1261.352,1831.9327
130,1967.634,1619.477
131,1517.1759,1623.1754
132,1625.956,1624.5983
133,1246.398,1763.6743
134,1606.9839,1560.9733
135,1422.226,1707.1838
136,2007.378,1660.5682
137,1543.7639,1810.3636
138,1209.906,1585.6249
139,1617.344,1586.2926
140,1307.162,1720.8148
141,1575.1499,1639.9882
142,1074.806,1689.7255
143,1530.5979,1512.6317
144,1287.786,1632.6678
145,1354.096,1593.1093
146,1338.898,1629.1704
147,1544.292,1659.8885
148,1179.736,1672.3208
149,1242.846,1566.1604
150,1659.106,1591.738
151,956.89,1692.025
152,1443.2599,1432.902
153,1090.6381,1494.6536
154,1356.578,1337.6106
155,1035.66,1409.74
156,1230.36,1308.3663
157,1475.45,1418.6046
158,1207.392,1454.3219
159,1178.776,1261.7366
160,1332.85,1319.4379
161,1602.9958,1427.2633
162,1300.6499,1449.1079
163,1101.732,1373.3046
164,493.618,1306.2084
165,489.6,968.2381
166,926.60803,751.0502
167,1508.792,949.6748
168,988.01605,1430.8219
169,1165.7,1286.1757
170,1086.8661,1315.4834
171,1107.1,1282.4875
172,855.142,1266.3584
173,1094.098,1108.4752
174,1039.214,1260.4987
175,1534.874,1263.3387
176,771.362,1459.2844
177,1277.322,1215.1045
178,1709.0519,1239.387
179,1059.394,1451.027
180,1010.134,1203.5858
181,1192.4459,1094.481
182,1218.3419,1187.4911
183,1242.578,1288.483
184,864.148,1425.5963
185,1238.568,1296.9313
186,1410.736,1280.2845
187,954.26,1303.3231
188,1110.136,1270.4646
189,1234.4,1256.3512
190,846.252,1309.8256
191,1192.646,1179.3328
192,993.968,1295.0782
193,513.478,1268.9465
194,496.746,1093.4833
195,911.43,960.6536
196,718.074,1119.5944
197,599.554,1170.2106
198,731.808,1024.1742
199,966.41,1084.3461
200,1203.6439,1203.7952
201,662.486,1259.2377
202,813.76196,1105.881
203,739.53204,1146.2115
204,1030.0,1101.1818
205,561.73804,1242.0834
206,536.688,1104.2511
207,543.016,960.65955
208,688.566,936.6058
209,902.85,982.7807
210,902.0,1051.9529
211,792.326,1111.934
