Day,Actual,Predicted
1,1406.6919,2212.393
2,2327.51,1955.3993
3,1913.496,2300.834
4,1939.994,2276.819
5,1603.9999,2104.8694
6,1689.8619,2138.6978
7,2080.272,2214.6492
8,1633.2699,2304.5735
9,1788.7019,2230.622
10,2102.948,2237.2412
11,1975.988,2361.9429
12,1589.278,2288.8396
13,2182.5999,2251.0444
14,1781.792,2442.1206
15,1564.068,2311.7073
16,2766.554,2268.7131
17,3317.8198,2598.9846
18,3154.1938,2645.5603
19,1699.8658,2624.3691
20,1738.028,2320.852
21,1739.434,2369.1858
22,1237.356,2347.9417
23,1910.5359,2215.5583
24,2200.77,2437.126
25,2843.6638,2471.2236
26,1674.4719,2607.5483
27,1425.0299,2369.0828
28,2721.7341,2273.0178
29,1573.698,2637.1753
30,2059.0378,2346.9993
31,3312.852,2513.6243
32,1827.752,2785.5933
33,1603.3,2316.7336
34,1868.3899,2289.2302
35,2460.924,2410.9475
36,1649.088,2540.86
37,2048.396,2318.931
38,3131.536,2385.7007
39,2182.866,2739.682
40,1706.638,2529.5137
41,1943.822,2245.6023
42,2639.39,2360.8577
43,1968.6599,2469.4033
44,1690.022,2440.5247
45,2335.33,2250.498
46,1586.0319,2528.145
47,1318.994,2110.9082
48,793.50604,2031.5042
49,826.45,1796.0995
50,737.268,1822.8389
51,1880.736,1734.3405
52,1316.184,2214.583
53,2238.478,1939.5841
54,2733.656,2258.0151
55,1783.1439,2441.0715
56,1169.844,2235.98
57,1156.852,1940.5994
58,2028.918,1894.2073
59,1630.75,2281.2942
60,2472.5542,2053.8213
61,1477.442,2505.0007
62,1848.952,2101.348
63,1842.13,2305.6602
64,1441.8119,2238.6902
65,1783.474,2102.1235
66,1696.4661,2253.3804
67,2357.166,2230.309
68,1685.5559,2473.6406
69,1836.2098,2214.638
70,2405.904,2243.419
71,1887.26,2411.523
72,1445.5199,2294.2922
73,2149.0278,2152.651
74,1942.0619,2457.058
75,1338.042,2259.3196
76,1931.91,2082.8992
77,1450.6799,2271.7258
78,1191.532,2191.1968
79,1463.9059,2044.9182
80,1930.022,2171.3752
81,1689.1699,2334.0283
82,1296.4501,2200.0974
83,1661.712,2025.887
84,1838.7739,2220.2356
85,1211.0039,2266.8928
86,1713.9259,2038.1282
87,2260.976,2193.233
88,2216.65,2378.327
89,1477.452,2313.1194
90,1823.4819,2136.9148
