Day,Actual,Predicted
1,1406.692,1690.8173
2,2327.51,1525.3282
3,1913.4958,1906.9093
4,1939.994,1732.5557
5,1604.0,1731.2751
6,1689.862,1613.9729
7,2080.272,1638.281
8,1633.2699,1731.0891
9,1788.702,1587.7831
10,2102.948,1633.3074
11,1975.9879,1825.4753
12,1589.2781,1728.5465
13,2182.5999,1530.9291
14,1781.792,1731.218
15,1564.068,1655.2623
16,2766.554,1714.2269
17,3317.82,1934.0459
18,3154.194,1920.9374
19,1699.8661,1929.4825
20,1738.028,1741.526
21,1739.434,1797.2517
22,1237.3561,1789.2916
23,1910.536,1663.537
24,2200.77,1860.4072
25,2843.6638,1897.7977
26,1674.472,1959.7552
27,1425.03,1701.5305
28,2721.734,1687.7056
29,1573.698,1975.0223
30,2059.0378,1640.7043
31,3312.852,1777.5126
32,1827.752,2000.2466
33,1603.2999,1781.1516
34,1868.39,1403.021
35,2460.924,1483.6074
36,1649.088,1662.377
37,2048.396,1325.1042
38,3131.536,1370.003
39,2182.866,1742.8365
40,1706.638,1446.3914
41,1943.822,1274.9093
42,2639.39,1351.2805
43,1968.6599,1809.1395
44,1690.0221,1457.4592
45,2335.3298,1391.8551
46,1586.032,1638.6211
47,1318.994,1258.0571
48,793.506,1203.508
49,826.45,990.8875
50,737.268,953.31366
51,1880.736,853.6791
52,1316.184,1389.703
53,2238.478,1137.7365
54,2733.656,1673.3326
55,1783.144,1574.0544
56,1169.844,1427.6262
57,1156.852,1188.1501
58,2028.9178,1211.6432
59,1630.75,1587.937
60,2472.554,1591.9431
61,1477.442,1699.4388
62,1848.9519,1375.354
63,1842.1301,1574.1392
64,1441.8119,1635.9497
65,1783.474,1547.0844
66,1696.4661,1728.801
67,2357.166,1685.0227
68,1685.556,1963.9575
69,1836.21,1656.8176
70,2405.904,1704.3508
71,1887.26,1939.8461
72,1445.52,1663.1693
73,2149.028,1622.559
74,1942.062,1805.7456
75,1338.042,1814.9249
76,1931.9099,1577.0045
77,1450.6799,1862.7842
78,1191.532,1624.746
79,1463.906,1550.3496
80,1930.0221,1658.7533
81,1689.1699,1778.882
82,1296.4501,1811.0985
83,1661.712,1529.4344
84,1838.774,1715.7262
85,1211.004,1792.4406
86,1713.926,1487.2037
87,2260.976,1713.001
88,2216.65,1818.7389
89,1477.452,1797.2665
90,1823.482,1567.074
