Day,Actual,Predicted
1,1406.692,1775.0413
2,2327.51,1806.486
3,1913.4958,2048.5212
4,1939.994,1937.9543
5,1604.0,1894.9487
6,1689.862,1906.0974
7,2080.272,1953.8992
8,1633.2699,1940.8011
9,1788.702,1920.7214
10,2102.948,1968.5503
11,1975.9879,2033.7275
12,1589.2781,1913.0802
13,2182.5999,1960.9314
14,1781.792,2008.4869
15,1564.068,1922.2993
16,2766.554,1986.7572
17,3317.82,2084.712
18,3154.194,1998.9664
19,1699.8661,1967.613
20,1738.028,1903.0807
21,1739.434,2016.9075
22,1237.3561,1937.0555
23,1910.536,1916.4739
24,2200.77,2031.7545
25,2843.6638,2012.8087
26,1674.472,2019.6909
27,1425.03,1962.4385
28,2721.734,1972.0895
29,1573.698,2056.9414
30,2059.0378,1910.6625
31,3312.852,2031.0363
32,1827.752,2047.9698
33,1603.2999,1730.4298
34,1868.39,1670.2738
35,2460.924,1675.4252
36,1649.088,1662.3593
37,2048.396,1542.4585
38,3131.536,1565.8152
39,2182.866,1658.1584
40,1706.638,1554.5149
41,1943.822,1494.3363
42,2639.39,1559.71
43,1968.6599,1612.515
44,1690.0221,1554.0028
45,2335.3298,1499.6716
46,1586.032,1641.1246
47,1318.994,1446.451
48,793.506,1520.8628
49,826.45,1446.0566
50,737.268,1476.6334
51,1880.736,1403.4392
52,1316.184,1612.6505
53,2238.478,1452.5803
54,2733.656,1567.1956
55,1783.144,1576.873
56,1169.844,1553.8601
57,1156.852,1439.9125
58,2028.9178,1496.3003
59,1630.75,1641.5894
60,2472.554,1478.6456
61,1477.442,1541.2893
62,1848.9519,1565.7917
63,1842.1301,1656.2334
64,1441.8119,1591.5538
65,1783.474,1637.8981
66,1696.4661,1749.6058
67,2357.166,1757.3662
68,1685.556,1777.0251
69,1836.21,1691.1215
70,2405.904,1723.4797
71,1887.26,1752.6831
72,1445.52,1710.4952
73,2149.028,1671.143
74,1942.062,1798.9525
75,1338.042,1684.8962
76,1931.9099,1671.9446
77,1450.6799,1816.1971
78,1191.532,1656.3372
79,1463.906,1664.1469
80,1930.0221,1710.7982
81,1689.1699,1755.1713
82,1296.4501,1695.611
83,1661.712,1685.2769
84,1838.774,1773.1404
85,1211.004,1736.5186
86,1713.926,1626.2848
87,2260.976,1741.347
88,2216.65,1770.6742
89,1477.452,1633.7802
90,1823.482,1662.217
