Day,Actual,Predicted
1,1406.6919,1669.3864
2,2327.51,1654.2522
3,1913.496,1836.0715
4,1939.994,1917.1172
5,1603.9999,1849.9382
6,1689.8619,1792.9373
7,2080.272,1777.0748
8,1633.2699,1839.453
9,1788.7019,1816.5199
10,2102.948,1820.1952
11,1975.988,1889.8065
12,1589.278,1881.9032
13,2182.5999,1805.3113
14,1781.792,1914.0819
15,1564.068,1900.1544
16,2766.554,1861.7524
17,3317.8198,2087.2397
18,3154.1938,2285.6807
19,1699.8658,2425.3145
20,1738.028,2210.9216
21,1739.434,2104.5886
22,1237.356,2008.3794
23,1910.5359,1835.3989
24,2200.77,1881.2467
25,2843.6638,1946.4087
26,1674.4719,2084.0015
27,1425.0299,1965.8245
28,2721.7341,1849.1609
29,1573.698,2014.6515
30,2059.0378,1897.5432
31,3312.852,1953.4196
32,1827.752,2281.3408
33,1603.3,2048.309
34,1868.3899,1896.9662
35,2460.924,1874.0294
36,1649.088,1953.0032
37,2048.396,1893.5385
38,3131.536,1929.7632
39,2182.866,2229.1304
40,1706.638,2226.463
41,1943.822,2078.3613
42,2639.39,2035.9755
43,1968.6599,2116.2854
44,1690.022,2065.4902
45,2335.33,1982.549
46,1586.0319,2067.182
47,1318.994,1933.3689
48,793.50604,1781.1716
49,826.45,1562.1301
50,737.268,1409.0571
51,1880.736,1277.4137
52,1316.184,1428.1666
53,2238.478,1398.7736
54,2733.656,1533.2148
55,1783.1439,1731.5011
56,1169.844,1751.6407
57,1156.852,1654.3656
58,2028.918,1560.5968
59,1630.75,1684.1241
60,2472.5542,1630.178
61,1477.442,1869.5964
62,1848.952,1732.8163
63,1842.13,1747.7247
64,1441.8119,1751.1136
65,1783.474,1678.7782
66,1696.4661,1725.8231
67,2357.166,1726.6
68,1685.5559,1895.8907
69,1836.2098,1824.44
70,2405.904,1810.8727
71,1887.26,1917.6862
72,1445.5199,1898.107
73,2149.0278,1819.4922
74,1942.0619,1927.729
75,1338.042,1910.8286
76,1931.91,1764.3832
77,1450.6799,1793.2745
78,1191.532,1717.0029
79,1463.9059,1608.2393
80,1930.022,1596.6228
81,1689.1699,1711.3931
82,1296.4501,1678.0331
83,1661.712,1588.7343
84,1838.7739,1620.7263
85,1211.0039,1666.6655
86,1713.9259,1559.5771
87,2260.976,1604.7594
88,2216.65,1772.2072
89,1477.452,1795.7686
90,1823.4819,1722.5774
91,1641.14,1758.6768
92,1644.3339,1740.2416
93,1363.26,1750.4393
94,2191.232,1682.4408
95,1375.7161,1828.4321
96,1452.6339,1749.5515
97,1440.0919,1683.4636
98,1534.6,1643.4059
99,1890.4719,1623.1256
100,1842.1139,1703.5847
101,2462.446,1737.5238
102,2141.012,1912.287
103,1599.924,1994.8657
104,1501.538,1812.7495
105,1216.062,1713.291
106,1564.524,1600.3972
107,2042.8099,1609.9708
108,1512.266,1624.5618
109,1286.4679,1599.2798
110,1486.5099,1555.3827
111,1894.598,1537.4114
112,1496.198,1619.8754
113,1141.4601,1614.546
114,1194.0481,1516.3104
115,2022.2839,1459.1747
116,1781.626,1587.3136
117,1351.6279,1621.4978
118,1706.386,1550.8379
119,1664.6799,1600.9183
120,1834.7618,1598.898
121,1512.802,1673.5831
122,1393.9099,1640.6683
123,1608.8779,1582.6992
124,1667.882,1571.7054
125,1731.474,1571.49
126,1349.902,1570.3708
127,1012.648,1519.1113
128,1857.156,1416.0728
129,1261.352,1542.4126
130,1967.634,1482.2684
131,1517.1759,1563.3297
132,1625.956,1534.5709
133,1246.398,1528.9369
134,1606.9839,1472.4312
135,1422.226,1478.0106
136,2007.378,1482.0936
137,1543.7639,1577.7417
138,1209.906,1559.8124
139,1617.344,1470.1351
140,1307.162,1516.2437
141,1575.1499,1448.1674
142,1074.806,1472.6921
143,1530.5979,1370.7422
144,1287.786,1386.7242
145,1354.096,1344.2711
146,1338.898,1358.5317
147,1544.292,1392.5093
148,1179.736,1438.1302
149,1242.846,1400.0718
150,1659.106,1349.5352
151,956.89,1423.6193
152,1443.2599,1314.0579
153,1090.6381,1352.5598
154,1356.578,1253.4652
155,1035.66,1255.2859
156,1230.36,1195.8856
157,1475.45,1190.1718
158,1207.392,1232.5109
159,1178.776,1196.1532
160,1332.85,1174.9396
161,1602.9958,1201.9108
162,1300.6499,1248.6708
163,1101.732,1247.5453
164,493.618,1219.8671
165,489.6,1052.9296
166,926.60803,932.88007
167,1508.792,949.86053
168,988.01605,1100.5044
169,1165.7,1069.1349
170,1086.8661,1087.3608
171,1107.1,1091.3674
172,855.142,1081.5488
173,1094.098,1045.2219
174,1039.214,1066.4308
175,1534.874,1070.5385
176,771.362,1203.6919
177,1277.322,1098.0704
178,1709.0519,1149.4362
179,1059.394,1249.5873
180,1010.134,1155.7681
181,1192.4459,1104.3995
182,1218.3419,1088.8932
183,1242.578,1091.094
184,864.148,1102.6519
185,1238.568,1060.2374
186,1410.736,1102.372
187,954.26,1157.8708
188,1110.136,1079.7129
189,1234.4,1057.5104
190,846.252,1066.6589
191,1192.646,1018.36255
192,993.968,1062.8533
193,513.478,1073.2301
194,496.746,975.2012
195,911.43,904.6273
196,718.074,953.83374
197,599.554,928.5153
198,731.808,879.40753
199,966.41,879.05707
200,1203.6439,917.49365
201,662.486,982.23615
202,813.76196,953.48553
203,739.53204,951.0214
204,1030.0,921.54974
205,561.73804,976.86584
206,536.688,917.28424
207,543.016,869.37177
208,688.566,833.1546
209,902.85,827.65125
210,902.0,832.1294
211,792.326,884.76807
212,975.83,880.8003
213,706.96594,928.62305
214,489.724,891.34674
215,500.298,811.61096
216,508.892,751.58093
217,518.652,714.9354
218,532.672,697.3538
