Day,Actual,Predicted
1,1406.692,2084.3596
2,2327.51,1312.0366
3,1913.4958,1956.9615
4,1939.994,1430.2976
5,1604.0,1325.4673
6,1689.862,1419.7631
7,2080.272,1472.1674
8,1633.2699,1434.326
9,1788.702,1266.2303
10,2102.948,1285.3208
11,1975.9879,1537.342
12,1589.2781,1261.7256
13,2182.5999,1289.2
14,1781.792,1624.9958
15,1564.068,1265.6693
16,2766.554,1276.9993
17,3317.82,1906.5371
18,3154.194,1745.1467
19,1699.8661,1754.6418
20,1738.028,1306.5521
21,1739.434,1626.0002
22,1237.3561,1460.6497
23,1910.536,1338.2102
24,2200.77,1689.509
25,2843.6638,1523.6581
26,1674.472,1650.7417
27,1425.03,1288.1798
28,2721.734,1306.4967
29,1573.698,1922.3086
30,2059.0378,1276.4824
31,3312.852,1674.6274
32,1827.752,2069.2954
33,1603.2999,1215.0067
34,1868.39,1419.4545
35,2460.924,1799.6238
36,1649.088,1907.0491
37,2048.396,1478.5928
38,3131.536,1676.3181
39,2182.866,1961.1288
40,1706.638,1442.4392
41,1943.822,1276.889
42,2639.39,1698.0466
43,1968.6599,1975.7292
44,1690.0221,1703.5845
45,2335.3298,1507.7614
46,1586.032,1923.5448
47,1318.994,1177.6843
48,793.506,1292.9475
49,826.45,1163.8977
50,737.268,1172.1301
51,1880.736,1295.6614
52,1316.184,1623.1589
53,2238.478,1232.1052
54,2733.656,1634.8558
55,1783.144,1727.538
56,1169.844,1624.8997
57,1156.852,1186.1517
58,2028.9178,1271.523
59,1630.75,1996.8201
60,2472.554,1648.1678
61,1477.442,1685.4034
62,1848.9519,1178.4524
63,1842.1301,1836.7936
64,1441.8119,1444.7175
65,1783.474,1345.2478
66,1696.4661,2011.0453
67,2357.166,1886.2972
68,1685.556,2077.9148
69,1836.21,1308.1497
70,2405.904,1840.0402
71,1887.26,2077.9487
72,1445.52,1642.853
73,2149.028,1691.384
74,1942.062,2119.4148
75,1338.042,1670.1454
76,1931.9099,1352.4576
77,1450.6799,2160.2605
78,1191.532,1599.4882
79,1463.906,1421.8534
80,1930.0221,1895.5455
81,1689.1699,1999.1578
82,1296.4501,1366.9095
83,1661.712,1240.1957
84,1838.774,1953.5538
85,1211.004,1962.6992
86,1713.926,1255.7736
87,2260.976,2041.3165
88,2216.65,2072.6023
89,1477.452,1525.3569
90,1823.482,1414.3146
91,1641.14,2027.3738
92,1644.334,1536.1791
93,1363.26,1748.573
94,2191.232,1432.7836
95,1375.716,2094.591
96,1452.6339,1250.2506
97,1440.092,1374.1099
98,1534.6,1347.4026
99,1890.472,1366.7535
100,1842.1139,1697.9292
101,2462.446,1614.8645
102,2141.012,2018.4932
103,1599.924,1714.2522
104,1501.538,1285.3807
105,1216.062,1604.6371
106,1564.524,1303.379
107,2042.8099,1631.0491
108,1512.266,1650.8854
109,1286.468,1530.3282
110,1486.5099,1265.845
111,1894.5979,1509.2087
112,1496.198,1607.9585
113,1141.46,1589.0822
114,1194.048,1250.4402
115,2022.284,1449.2506
116,1781.626,1985.5363
117,1351.628,1601.1953
118,1706.386,1256.9003
119,1664.6799,1623.6174
120,1834.7621,1379.1205
121,1512.802,1739.981
122,1393.91,1645.5261
123,1608.878,1381.0894
124,1667.882,1351.3951
125,1731.474,1416.7526
126,1349.902,1477.7461
127,1012.648,1254.4886
128,1857.1559,1163.2117
129,1261.352,1666.3574
130,1967.6339,1179.8624
131,1517.176,1582.0115
132,1625.956,1330.281
133,1246.3981,1478.6416
134,1606.984,1209.4177
135,1422.226,1593.1417
136,2007.3779,1415.56
137,1543.764,1745.4178
138,1209.906,1405.0781
139,1617.3439,1238.2108
140,1307.162,1519.591
141,1575.15,1251.7317
142,1074.806,1621.6051
143,1530.598,1248.2341
144,1287.786,1588.5212
145,1354.096,1254.4586
146,1338.8981,1436.292
147,1544.292,1452.8251
148,1179.7361,1732.637
149,1242.8461,1509.7747
150,1659.106,1463.7037
151,956.89,1808.4646
152,1443.26,1234.2966
153,1090.638,1592.4767
154,1356.578,1208.314
155,1035.66,1324.4376
156,1230.36,1197.4508
157,1475.4501,1199.3413
158,1207.392,1222.8038
159,1178.776,1177.8055
160,1332.8501,1165.1715
161,1602.9961,1173.4137
162,1300.65,1191.2506
163,1101.7319,1164.7141
164,493.61798,1188.1354
165,489.6,1300.8755
166,926.60803,1261.7084
167,1508.792,1181.6798
168,988.01605,1239.2517
169,1165.7001,1259.3654
170,1086.866,1188.2189
171,1107.1,1236.0006
172,855.142,1195.6936
173,1094.098,1233.7773
174,1039.214,1182.1243
175,1534.874,1222.5935
176,771.362,1220.6116
177,1277.322,1296.1692
178,1709.052,1207.9337
179,1059.3939,1284.5786
180,1010.134,1196.2079
181,1192.446,1170.884
182,1218.342,1203.1431
183,1242.578,1189.3372
184,864.148,1365.1749
185,1238.568,1275.3944
186,1410.7361,1714.1292
187,954.25995,1701.0853
188,1110.136,1464.2556
189,1234.4,1832.6976
190,846.252,1870.0681
191,1192.646,1453.2322
192,993.968,1938.5171
193,513.47797,1778.5114
194,496.746,1230.3877
195,911.43005,1342.9207
196,718.074,1789.4353
197,599.554,1268.6531
198,731.808,1435.927
199,966.41003,1475.6895
200,1203.644,1563.7698
201,662.486,1678.0427
202,813.762,1329.6798
203,739.53204,1718.5363
204,1030.0,1427.5167
205,561.738,1775.6489
206,536.688,1274.224
207,543.016,1292.4017
208,688.566,1402.8235
209,902.85004,1712.6376
210,902.00006,1617.1858
211,792.326,1560.728
212,975.83,1316.7737
213,706.966,1735.7513
214,489.724,1274.8829
215,500.298,1359.2723
216,508.89203,1392.412
217,518.65204,1373.0828
218,532.672,1373.9133
219,539.296,1374.5448
220,526.472,1377.5773
221,998.23395,1373.3326
222,1069.358,1437.7554
223,950.95404,1378.5109
224,824.436,1389.2802
225,806.426,1367.0422
226,748.676,1341.45
227,1514.0619,1345.7097
228,1217.7119,1529.348
229,785.908,1360.4679
230,1080.598,1356.381
231,880.74194,1444.0452
232,775.722,1359.1503
233,1161.746,1392.1763
234,1548.7379,1477.0331
235,1066.708,1439.487
236,1252.254,1346.1698
237,943.61,1449.1184
238,1136.546,1360.7013
239,749.466,1447.3844
240,1118.842,1318.294
241,1388.4141,1466.3507
242,1668.342,1484.0093
243,1265.522,1460.2589
244,980.536,1357.0885
245,1222.814,1353.3661
246,1251.1881,1550.4281
247,1024.388,1349.2069
248,1513.866,1302.3971
249,1228.63,1717.7689
250,1221.458,1322.089
251,1086.254,1397.0488
252,1521.344,1362.3264
253,1112.354,1621.5823
254,1214.146,1280.0466
255,2064.358,1571.1624
256,1571.616,1901.2496
257,1574.858,1283.768
258,1456.8059,1395.9609
259,1743.1621,1384.8087
260,1223.426,1712.5586
261,1374.0321,1329.7838
262,2135.71,1552.0151
263,2035.328,1872.7874
264,1417.868,1655.7952
265,1246.536,1320.8894
266,1636.61,1458.6776
267,1426.258,1725.6855
268,1161.016,1454.4878
269,1556.2539,1478.0153
270,1410.472,1824.1057
271,1299.456,1410.3337
272,1146.3981,1406.589
273,1776.092,1385.8845
274,1287.252,1679.8912
275,1152.668,1347.4924
276,1716.74,1361.8359
277,1621.1061,1797.6166
278,1275.5221,1408.9047
279,1428.448,1322.3817
280,1821.8341,1496.7932
281,1577.166,1728.3861
282,1351.862,1524.1224
283,2012.7559,1460.0126
284,1938.9359,1900.1656
285,1351.604,1568.2451
286,1449.1,1406.8624
287,1711.2239,1542.7393
288,1489.976,1672.8092
289,1516.86,1449.7897
290,2742.08,1548.8928
291,1556.1641,2083.3174
292,1369.108,1327.4703
293,1722.808,1380.5913
294,1969.506,1604.9244
295,1399.7101,1612.326
296,1757.45,1430.7115
297,2614.408,1642.9827
298,2406.536,1838.5063
299,1112.344,1656.5309
300,1116.756,1260.4906
301,1268.708,1529.8002
302,1981.44,1504.3881
303,1493.3579,1756.2479
304,1875.942,1544.9708
305,1843.168,1743.723
306,1504.2261,1743.5992
307,2266.6877,1756.023
308,1801.7999,2053.6926
309,1560.4661,1912.6682
310,1390.4501,1925.1521
311,1557.176,1991.2604
312,2508.002,2022.9601
313,1407.7001,2061.2664
314,1606.184,1687.9264
315,2040.48,2002.8275
316,1463.066,2045.7708
317,1532.926,1818.4153
318,2560.456,1952.0518
319,1967.3079,2110.6113
320,1514.468,1928.6661
321,1708.294,1909.354
322,2639.1738,2020.0142
323,1474.848,2107.9568
324,1961.016,1798.3619
325,2496.856,2081.782
326,2450.976,2059.5725
327,1471.122,1948.8086
328,2128.856,1706.4169
329,1980.13,2080.3896
330,1599.626,1994.7472
331,1380.026,1918.3696
332,1858.95,1972.5315
333,1650.9619,2085.9885
334,1745.19,1890.4865
335,1756.378,1973.8649
336,2345.668,1898.4028
337,1479.6881,2111.2239
338,1711.2941,1708.4412
339,2351.762,1901.0043
340,2378.2878,2052.5022
341,1742.6381,1915.8679
342,2006.8839,1617.8472
343,1802.356,1959.7448
344,2058.0417,1745.925
345,1784.4619,1961.3947
346,1816.38,1761.4413
347,2138.814,1803.2444
348,1794.8619,1894.9669
349,1940.116,1563.5602
350,1394.874,1849.6681
351,1717.182,1361.8923
352,1744.706,1811.2196
353,2204.334,1632.3094
354,1144.166,1798.077
355,2034.966,1226.34
356,1888.022,1783.056
357,1455.2,1682.3647
358,2905.894,1366.3693
359,2127.648,1998.0372
360,2183.618,1687.3352
361,2195.452,1875.8394
362,2094.098,1873.025
363,2047.9679,1813.3508
364,2451.1099,1875.152
365,2211.892,2014.6368
