2025-07-11 14:24:52,241 - INFO - Train: [1/200][1/2]	eta 0:01:54	loss 0.5483	
2025-07-11 14:24:52,252 - INFO - Train: [1/200][2/2]	eta 0:00:59	loss 0.1468	
2025-07-11 14:24:52,279 - INFO - Train: [2/200][1/2]	eta 0:00:43	loss 0.2686	
2025-07-11 14:24:52,289 - INFO - Train: [2/200][2/2]	eta 0:00:33	loss 0.1925	
2025-07-11 14:24:52,313 - INFO - Train: [3/200][1/2]	eta 0:00:28	loss 0.2122	
2025-07-11 14:24:52,325 - INFO - Train: [3/200][2/2]	eta 0:00:24	loss 0.0591	
2025-07-11 14:24:52,351 - INFO - Train: [4/200][1/2]	eta 0:00:22	loss 0.0829	
2025-07-11 14:24:52,364 - INFO - Train: [4/200][2/2]	eta 0:00:20	loss 0.0885	
2025-07-11 14:24:52,383 - INFO - Train: [5/200][1/2]	eta 0:00:18	loss 0.1631	
2025-07-11 14:24:52,396 - INFO - Train: [5/200][2/2]	eta 0:00:17	loss 0.2554	
2025-07-11 14:24:52,416 - INFO - Train: [6/200][1/2]	eta 0:00:16	loss 0.1070	
2025-07-11 14:24:52,430 - INFO - Train: [6/200][2/2]	eta 0:00:15	loss 0.1201	
2025-07-11 14:24:52,461 - INFO - Train: [7/200][1/2]	eta 0:00:15	loss 0.0742	
2025-07-11 14:24:52,474 - INFO - Train: [7/200][2/2]	eta 0:00:14	loss 0.0887	
2025-07-11 14:24:52,494 - INFO - Train: [8/200][1/2]	eta 0:00:13	loss 0.0769	
2025-07-11 14:24:52,509 - INFO - Train: [8/200][2/2]	eta 0:00:13	loss 0.0289	
2025-07-11 14:24:52,529 - INFO - Train: [9/200][1/2]	eta 0:00:13	loss 0.0784	
2025-07-11 14:24:52,544 - INFO - Train: [9/200][2/2]	eta 0:00:12	loss 0.1267	
2025-07-11 14:24:52,577 - INFO - Train: [10/200][1/2]	eta 0:00:12	loss 0.0580	
2025-07-11 14:24:52,591 - INFO - Train: [10/200][2/2]	eta 0:00:12	loss 0.0893	
2025-07-11 14:24:52,625 - INFO - Train: [11/200][1/2]	eta 0:00:12	loss 0.0667	
2025-07-11 14:24:52,641 - INFO - Train: [11/200][2/2]	eta 0:00:11	loss 0.0376	
2025-07-11 14:24:52,664 - INFO - Train: [12/200][1/2]	eta 0:00:11	loss 0.0753	
2025-07-11 14:24:52,677 - INFO - Train: [12/200][2/2]	eta 0:00:11	loss 0.0374	
2025-07-11 14:24:52,696 - INFO - Train: [13/200][1/2]	eta 0:00:11	loss 0.0942	
2025-07-11 14:24:52,708 - INFO - Train: [13/200][2/2]	eta 0:00:10	loss 0.0092	
2025-07-11 14:24:52,731 - INFO - Train: [14/200][1/2]	eta 0:00:10	loss 0.0809	
2025-07-11 14:24:52,745 - INFO - Train: [14/200][2/2]	eta 0:00:10	loss 0.1315	
2025-07-11 14:24:52,767 - INFO - Train: [15/200][1/2]	eta 0:00:10	loss 0.0806	
2025-07-11 14:24:52,783 - INFO - Train: [15/200][2/2]	eta 0:00:10	loss 0.0584	
2025-07-11 14:24:52,807 - INFO - Train: [16/200][1/2]	eta 0:00:10	loss 0.0576	
2025-07-11 14:24:52,825 - INFO - Train: [16/200][2/2]	eta 0:00:10	loss 0.0403	
2025-07-11 14:24:52,850 - INFO - Train: [17/200][1/2]	eta 0:00:09	loss 0.0700	
2025-07-11 14:24:52,869 - INFO - Train: [17/200][2/2]	eta 0:00:09	loss 0.0208	
2025-07-11 14:24:52,897 - INFO - Train: [18/200][1/2]	eta 0:00:09	loss 0.0615	
2025-07-11 14:24:52,918 - INFO - Train: [18/200][2/2]	eta 0:00:09	loss 0.0867	
2025-07-11 14:24:52,948 - INFO - Train: [19/200][1/2]	eta 0:00:09	loss 0.0730	
2025-07-11 14:24:52,971 - INFO - Train: [19/200][2/2]	eta 0:00:09	loss 0.0480	
2025-07-11 14:24:53,004 - INFO - Train: [20/200][1/2]	eta 0:00:09	loss 0.0604	
2025-07-11 14:24:53,027 - INFO - Train: [20/200][2/2]	eta 0:00:09	loss 0.0051	
2025-07-11 14:24:53,060 - INFO - Train: [21/200][1/2]	eta 0:00:09	loss 0.0661	
2025-07-11 14:24:53,084 - INFO - Train: [21/200][2/2]	eta 0:00:09	loss 0.0405	
2025-07-11 14:24:53,119 - INFO - Train: [22/200][1/2]	eta 0:00:09	loss 0.0803	
2025-07-11 14:24:53,143 - INFO - Train: [22/200][2/2]	eta 0:00:09	loss 0.0317	
2025-07-11 14:24:53,194 - INFO - Train: [23/200][1/2]	eta 0:00:09	loss 0.0555	
2025-07-11 14:24:53,216 - INFO - Train: [23/200][2/2]	eta 0:00:09	loss 0.2712	
2025-07-11 14:24:53,253 - INFO - Train: [24/200][1/2]	eta 0:00:09	loss 0.0704	
2025-07-11 14:24:53,270 - INFO - Train: [24/200][2/2]	eta 0:00:09	loss 0.0164	
2025-07-11 14:24:53,312 - INFO - Train: [25/200][1/2]	eta 0:00:09	loss 0.0469	
2025-07-11 14:24:53,332 - INFO - Train: [25/200][2/2]	eta 0:00:09	loss 0.2377	
2025-07-11 14:24:53,376 - INFO - Train: [26/200][1/2]	eta 0:00:09	loss 0.0641	
2025-07-11 14:24:53,396 - INFO - Train: [26/200][2/2]	eta 0:00:09	loss 0.1009	
2025-07-11 14:24:53,424 - INFO - Train: [27/200][1/2]	eta 0:00:09	loss 0.0604	
2025-07-11 14:24:53,446 - INFO - Train: [27/200][2/2]	eta 0:00:09	loss 0.0115	
2025-07-11 14:24:53,491 - INFO - Train: [28/200][1/2]	eta 0:00:09	loss 0.0638	
2025-07-11 14:24:53,512 - INFO - Train: [28/200][2/2]	eta 0:00:09	loss 0.0086	
2025-07-11 14:24:53,555 - INFO - Train: [29/200][1/2]	eta 0:00:09	loss 0.0530	
2025-07-11 14:24:53,575 - INFO - Train: [29/200][2/2]	eta 0:00:09	loss 0.0252	
2025-07-11 14:24:53,600 - INFO - Train: [30/200][1/2]	eta 0:00:09	loss 0.0465	
